Clau,Accidents,Mat,Tar,Nit,Mat_P,Tar_p,Nit_p
2020182,62,18.0,41.0,3.0,0.2903225806451613,0.6612903225806451,0.04838709677419355
2020183,61,31.0,25.0,5.0,0.5081967213114754,0.4098360655737705,0.08196721311475409
2020184,70,25.0,40.0,5.0,0.35714285714285715,0.5714285714285714,0.07142857142857142
2020191,61,19.0,36.0,6.0,0.3114754098360656,0.5901639344262295,0.09836065573770492
2020192,73,25.0,44.0,4.0,0.3424657534246575,0.6027397260273972,0.0547945205479452
2020193,44,24.0,18.0,2.0,0.5454545454545454,0.4090909090909091,0.045454545454545456
2020194,54,26.0,22.0,6.0,0.48148148148148145,0.4074074074074074,0.1111111111111111
2020201,42,22.0,14.0,6.0,0.5238095238095238,0.3333333333333333,0.14285714285714285
2020202,17,8.0,8.0,1.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
2020203,47,21.0,20.0,6.0,0.44680851063829785,0.425531914893617,0.1276595744680851
2020204,48,24.0,21.0,3.0,0.5,0.4375,0.0625
2020211,45,16.0,28.0,1.0,0.35555555555555557,0.6222222222222222,0.022222222222222223
2020212,45,14.0,29.0,2.0,0.3111111111111111,0.6444444444444445,0.044444444444444446
2020213,45,19.0,23.0,3.0,0.4222222222222222,0.5111111111111111,0.06666666666666667
2020214,60,27.0,29.0,4.0,0.45,0.48333333333333334,0.06666666666666667
2020221,55,25.0,24.0,6.0,0.45454545454545453,0.43636363636363634,0.10909090909090909
2020222,66,27.0,33.0,6.0,0.4090909090909091,0.5,0.09090909090909091
2020223,39,17.0,15.0,7.0,0.4358974358974359,0.38461538461538464,0.1794871794871795
2020224,40,13.0,23.0,4.0,0.325,0.575,0.1
2120161,60,23.0,33.0,4.0,0.38333333333333336,0.55,0.06666666666666667
2120162,64,24.0,33.0,7.0,0.375,0.515625,0.109375
2120163,55,25.0,23.0,7.0,0.45454545454545453,0.41818181818181815,0.12727272727272726
2120164,78,37.0,35.0,6.0,0.47435897435897434,0.44871794871794873,0.07692307692307693
2120171,73,28.0,39.0,6.0,0.3835616438356164,0.5342465753424658,0.0821917808219178
2120172,47,20.0,24.0,3.0,0.425531914893617,0.5106382978723404,0.06382978723404255
2120173,44,13.0,26.0,5.0,0.29545454545454547,0.5909090909090909,0.11363636363636363
2120174,56,21.0,30.0,5.0,0.375,0.5357142857142857,0.08928571428571429
2120181,56,21.0,33.0,2.0,0.375,0.5892857142857143,0.03571428571428571
2120182,53,28.0,24.0,1.0,0.5283018867924528,0.4528301886792453,0.018867924528301886
2120183,24,11.0,8.0,5.0,0.4583333333333333,0.3333333333333333,0.20833333333333334
2120184,47,14.0,29.0,4.0,0.2978723404255319,0.6170212765957447,0.0851063829787234
2120191,44,18.0,25.0,1.0,0.4090909090909091,0.5681818181818182,0.022727272727272728
2120192,57,24.0,27.0,6.0,0.42105263157894735,0.47368421052631576,0.10526315789473684
2120193,50,21.0,28.0,1.0,0.42,0.56,0.02
2120194,56,20.0,31.0,5.0,0.35714285714285715,0.5535714285714286,0.08928571428571429
2120201,43,16.0,25.0,2.0,0.37209302325581395,0.5813953488372093,0.046511627906976744
2120202,19,5.0,14.0,0.0,0.2631578947368421,0.7368421052631579,0.0
2120203,21,9.0,9.0,3.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
2120204,36,20.0,16.0,0.0,0.5555555555555556,0.4444444444444444,0.0
2120211,32,12.0,18.0,2.0,0.375,0.5625,0.0625
2120212,41,17.0,21.0,3.0,0.4146341463414634,0.5121951219512195,0.07317073170731707
2120213,34,14.0,16.0,4.0,0.4117647058823529,0.47058823529411764,0.11764705882352941
2120214,37,15.0,20.0,2.0,0.40540540540540543,0.5405405405405406,0.05405405405405406
2120221,30,14.0,14.0,2.0,0.4666666666666667,0.4666666666666667,0.06666666666666667
2120222,40,12.0,25.0,3.0,0.3,0.625,0.075
2120223,20,5.0,12.0,3.0,0.25,0.6,0.15
2120224,52,24.0,23.0,5.0,0.46153846153846156,0.4423076923076923,0.09615384615384616
220161,32,17.0,12.0,3.0,0.53125,0.375,0.09375
220162,46,16.0,27.0,3.0,0.34782608695652173,0.5869565217391305,0.06521739130434782
220163,32,11.0,15.0,6.0,0.34375,0.46875,0.1875
220164,36,12.0,19.0,5.0,0.3333333333333333,0.5277777777777778,0.1388888888888889
220171,33,12.0,17.0,4.0,0.36363636363636365,0.5151515151515151,0.12121212121212122
220172,57,20.0,27.0,10.0,0.3508771929824561,0.47368421052631576,0.17543859649122806
220173,52,17.0,21.0,14.0,0.3269230769230769,0.40384615384615385,0.2692307692307692
220174,42,17.0,18.0,7.0,0.40476190476190477,0.42857142857142855,0.16666666666666666
220181,43,25.0,11.0,7.0,0.5813953488372093,0.2558139534883721,0.16279069767441862
220182,46,16.0,22.0,8.0,0.34782608695652173,0.4782608695652174,0.17391304347826086
220183,44,11.0,23.0,10.0,0.25,0.5227272727272727,0.22727272727272727
220184,45,19.0,18.0,8.0,0.4222222222222222,0.4,0.17777777777777778
220191,35,14.0,15.0,6.0,0.4,0.42857142857142855,0.17142857142857143
220192,40,13.0,19.0,8.0,0.325,0.475,0.2
220193,34,9.0,18.0,7.0,0.2647058823529412,0.5294117647058824,0.20588235294117646
220194,39,15.0,16.0,8.0,0.38461538461538464,0.41025641025641024,0.20512820512820512
220201,36,13.0,22.0,1.0,0.3611111111111111,0.6111111111111112,0.027777777777777776
220202,18,3.0,13.0,2.0,0.16666666666666666,0.7222222222222222,0.1111111111111111
220203,22,9.0,10.0,3.0,0.4090909090909091,0.45454545454545453,0.13636363636363635
220204,27,17.0,7.0,3.0,0.6296296296296297,0.25925925925925924,0.1111111111111111
220211,21,5.0,14.0,2.0,0.23809523809523808,0.6666666666666666,0.09523809523809523
220212,30,6.0,17.0,7.0,0.2,0.5666666666666667,0.23333333333333334
220213,36,15.0,15.0,6.0,0.4166666666666667,0.4166666666666667,0.16666666666666666
220214,34,11.0,18.0,5.0,0.3235294117647059,0.5294117647058824,0.14705882352941177
220221,32,17.0,10.0,5.0,0.53125,0.3125,0.15625
220222,39,11.0,20.0,8.0,0.28205128205128205,0.5128205128205128,0.20512820512820512
220223,35,15.0,12.0,8.0,0.42857142857142855,0.34285714285714286,0.22857142857142856
220224,37,12.0,18.0,7.0,0.32432432432432434,0.4864864864864865,0.1891891891891892
2220161,13,6.0,6.0,1.0,0.46153846153846156,0.46153846153846156,0.07692307692307693
2220162,17,8.0,7.0,2.0,0.47058823529411764,0.4117647058823529,0.11764705882352941
2220163,19,11.0,6.0,2.0,0.5789473684210527,0.3157894736842105,0.10526315789473684
2220164,21,10.0,10.0,1.0,0.47619047619047616,0.47619047619047616,0.047619047619047616
2220171,24,6.0,15.0,3.0,0.25,0.625,0.125
2220172,8,4.0,4.0,0.0,0.5,0.5,0.0
2220173,8,1.0,7.0,0.0,0.125,0.875,0.0
2220174,4,0.0,3.0,1.0,0.0,0.75,0.25
2220181,7,3.0,3.0,1.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
2220182,9,2.0,7.0,0.0,0.2222222222222222,0.7777777777777778,0.0
2220183,6,3.0,1.0,2.0,0.5,0.16666666666666666,0.3333333333333333
2220184,5,4.0,0.0,1.0,0.8,0.0,0.2
2220191,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
2220192,8,4.0,3.0,1.0,0.5,0.375,0.125
2220193,3,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
2220194,7,3.0,1.0,3.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
2220201,8,1.0,7.0,0.0,0.125,0.875,0.0
2220202,6,6.0,0.0,0.0,1.0,0.0,0.0
2220203,13,3.0,7.0,3.0,0.23076923076923078,0.5384615384615384,0.23076923076923078
2220204,4,3.0,0.0,1.0,0.75,0.0,0.25
2220211,14,5.0,9.0,0.0,0.35714285714285715,0.6428571428571429,0.0
2220212,8,4.0,2.0,2.0,0.5,0.25,0.25
2220213,12,5.0,6.0,1.0,0.4166666666666667,0.5,0.08333333333333333
2220214,13,6.0,6.0,1.0,0.46153846153846156,0.46153846153846156,0.07692307692307693
2220221,5,4.0,1.0,0.0,0.8,0.2,0.0
2220222,8,1.0,5.0,2.0,0.125,0.625,0.25
2220223,11,4.0,5.0,2.0,0.36363636363636365,0.45454545454545453,0.18181818181818182
2220224,7,2.0,5.0,0.0,0.2857142857142857,0.7142857142857143,0.0
2320161,57,22.0,29.0,6.0,0.38596491228070173,0.5087719298245614,0.10526315789473684
2320162,52,18.0,29.0,5.0,0.34615384615384615,0.5576923076923077,0.09615384615384616
2320163,43,17.0,23.0,3.0,0.3953488372093023,0.5348837209302325,0.06976744186046512
2320164,64,23.0,27.0,14.0,0.359375,0.421875,0.21875
2320171,86,28.0,54.0,4.0,0.32558139534883723,0.627906976744186,0.046511627906976744
2320172,57,26.0,27.0,4.0,0.45614035087719296,0.47368421052631576,0.07017543859649122
2320173,41,13.0,26.0,2.0,0.3170731707317073,0.6341463414634146,0.04878048780487805
2320174,49,23.0,19.0,7.0,0.46938775510204084,0.3877551020408163,0.14285714285714285
2320181,49,23.0,26.0,0.0,0.46938775510204084,0.5306122448979592,0.0
2320182,54,22.0,30.0,2.0,0.4074074074074074,0.5555555555555556,0.037037037037037035
2320183,20,7.0,11.0,2.0,0.35,0.55,0.1
2320184,58,20.0,28.0,10.0,0.3448275862068966,0.4827586206896552,0.1724137931034483
2320191,50,23.0,25.0,2.0,0.46,0.5,0.04
2320192,49,21.0,23.0,5.0,0.42857142857142855,0.46938775510204084,0.10204081632653061
2320193,37,10.0,19.0,8.0,0.2702702702702703,0.5135135135135135,0.21621621621621623
2320194,55,31.0,23.0,1.0,0.5636363636363636,0.41818181818181815,0.01818181818181818
2320201,46,16.0,25.0,5.0,0.34782608695652173,0.5434782608695652,0.10869565217391304
2320202,15,3.0,7.0,5.0,0.2,0.4666666666666667,0.3333333333333333
2320203,26,11.0,14.0,1.0,0.4230769230769231,0.5384615384615384,0.038461538461538464
2320204,47,25.0,20.0,2.0,0.5319148936170213,0.425531914893617,0.0425531914893617
2320211,40,23.0,16.0,1.0,0.575,0.4,0.025
2320212,50,20.0,29.0,1.0,0.4,0.58,0.02
2320213,29,8.0,20.0,1.0,0.27586206896551724,0.6896551724137931,0.034482758620689655
2320214,42,19.0,19.0,4.0,0.4523809523809524,0.4523809523809524,0.09523809523809523
2320221,35,17.0,15.0,3.0,0.4857142857142857,0.42857142857142855,0.08571428571428572
2320222,42,16.0,22.0,4.0,0.38095238095238093,0.5238095238095238,0.09523809523809523
2320223,28,10.0,17.0,1.0,0.35714285714285715,0.6071428571428571,0.03571428571428571
2320224,46,25.0,19.0,2.0,0.5434782608695652,0.41304347826086957,0.043478260869565216
2420161,25,13.0,9.0,3.0,0.52,0.36,0.12
2420162,30,13.0,15.0,2.0,0.43333333333333335,0.5,0.06666666666666667
2420163,15,6.0,8.0,1.0,0.4,0.5333333333333333,0.06666666666666667
2420164,27,16.0,10.0,1.0,0.5925925925925926,0.37037037037037035,0.037037037037037035
2420171,34,10.0,22.0,2.0,0.29411764705882354,0.6470588235294118,0.058823529411764705
2420172,49,22.0,22.0,5.0,0.4489795918367347,0.4489795918367347,0.10204081632653061
2420173,24,7.0,17.0,0.0,0.2916666666666667,0.7083333333333334,0.0
2420174,43,16.0,23.0,4.0,0.37209302325581395,0.5348837209302325,0.09302325581395349
2420181,42,18.0,19.0,5.0,0.42857142857142855,0.4523809523809524,0.11904761904761904
2420182,33,12.0,15.0,6.0,0.36363636363636365,0.45454545454545453,0.18181818181818182
2420183,36,20.0,13.0,3.0,0.5555555555555556,0.3611111111111111,0.08333333333333333
2420184,38,13.0,24.0,1.0,0.34210526315789475,0.631578947368421,0.02631578947368421
2420191,42,16.0,21.0,5.0,0.38095238095238093,0.5,0.11904761904761904
2420192,34,18.0,10.0,6.0,0.5294117647058824,0.29411764705882354,0.17647058823529413
2420193,18,7.0,10.0,1.0,0.3888888888888889,0.5555555555555556,0.05555555555555555
2420194,49,17.0,28.0,4.0,0.3469387755102041,0.5714285714285714,0.08163265306122448
2420201,26,8.0,14.0,4.0,0.3076923076923077,0.5384615384615384,0.15384615384615385
2420202,16,4.0,6.0,6.0,0.25,0.375,0.375
2420203,33,13.0,16.0,4.0,0.3939393939393939,0.48484848484848486,0.12121212121212122
2420204,26,11.0,12.0,3.0,0.4230769230769231,0.46153846153846156,0.11538461538461539
2420211,28,13.0,14.0,1.0,0.4642857142857143,0.5,0.03571428571428571
2420212,37,12.0,22.0,3.0,0.32432432432432434,0.5945945945945946,0.08108108108108109
2420213,27,11.0,11.0,5.0,0.4074074074074074,0.4074074074074074,0.18518518518518517
2420214,27,14.0,11.0,2.0,0.5185185185185185,0.4074074074074074,0.07407407407407407
2420221,28,12.0,14.0,2.0,0.42857142857142855,0.5,0.07142857142857142
2420222,28,7.0,17.0,4.0,0.25,0.6071428571428571,0.14285714285714285
2420223,20,9.0,6.0,5.0,0.45,0.3,0.25
2420224,37,15.0,15.0,7.0,0.40540540540540543,0.40540540540540543,0.1891891891891892
2520161,68,27.0,36.0,5.0,0.39705882352941174,0.5294117647058824,0.07352941176470588
2520162,83,38.0,37.0,8.0,0.4578313253012048,0.4457831325301205,0.0963855421686747
2520163,59,21.0,31.0,7.0,0.3559322033898305,0.5254237288135594,0.11864406779661017
2520164,65,24.0,36.0,5.0,0.36923076923076925,0.5538461538461539,0.07692307692307693
2520171,79,35.0,38.0,6.0,0.4430379746835443,0.4810126582278481,0.0759493670886076
2520172,52,21.0,24.0,7.0,0.40384615384615385,0.46153846153846156,0.1346153846153846
2520173,54,20.0,27.0,7.0,0.37037037037037035,0.5,0.12962962962962962
2520174,55,21.0,31.0,3.0,0.38181818181818183,0.5636363636363636,0.05454545454545454
2520181,91,41.0,47.0,3.0,0.45054945054945056,0.5164835164835165,0.03296703296703297
2520182,68,34.0,26.0,8.0,0.5,0.38235294117647056,0.11764705882352941
2520183,54,21.0,24.0,9.0,0.3888888888888889,0.4444444444444444,0.16666666666666666
2520184,71,29.0,34.0,8.0,0.4084507042253521,0.4788732394366197,0.11267605633802817
2520191,72,30.0,37.0,5.0,0.4166666666666667,0.5138888888888888,0.06944444444444445
2520192,52,23.0,26.0,3.0,0.4423076923076923,0.5,0.057692307692307696
2520193,35,14.0,18.0,3.0,0.4,0.5142857142857142,0.08571428571428572
2520194,58,23.0,32.0,3.0,0.39655172413793105,0.5517241379310345,0.05172413793103448
2520201,47,19.0,23.0,5.0,0.40425531914893614,0.48936170212765956,0.10638297872340426
2520202,25,12.0,10.0,3.0,0.48,0.4,0.12
2520203,50,16.0,25.0,9.0,0.32,0.5,0.18
2520204,49,19.0,26.0,4.0,0.3877551020408163,0.5306122448979592,0.08163265306122448
2520211,51,19.0,30.0,2.0,0.37254901960784315,0.5882352941176471,0.0392156862745098
2520212,45,23.0,17.0,5.0,0.5111111111111111,0.37777777777777777,0.1111111111111111
2520213,38,11.0,21.0,6.0,0.2894736842105263,0.5526315789473685,0.15789473684210525
2520214,66,34.0,28.0,4.0,0.5151515151515151,0.42424242424242425,0.06060606060606061
2520221,66,23.0,36.0,7.0,0.3484848484848485,0.5454545454545454,0.10606060606060606
2520222,58,23.0,30.0,5.0,0.39655172413793105,0.5172413793103449,0.08620689655172414
2520223,43,13.0,27.0,3.0,0.3023255813953488,0.627906976744186,0.06976744186046512
2520224,75,25.0,42.0,8.0,0.3333333333333333,0.56,0.10666666666666667
2620161,47,25.0,19.0,3.0,0.5319148936170213,0.40425531914893614,0.06382978723404255
2620162,58,28.0,24.0,6.0,0.4827586206896552,0.41379310344827586,0.10344827586206896
2620163,36,11.0,20.0,5.0,0.3055555555555556,0.5555555555555556,0.1388888888888889
2620164,63,31.0,23.0,9.0,0.49206349206349204,0.36507936507936506,0.14285714285714285
2620171,78,29.0,40.0,9.0,0.3717948717948718,0.5128205128205128,0.11538461538461539
2620172,91,36.0,36.0,19.0,0.3956043956043956,0.3956043956043956,0.2087912087912088
2620173,76,28.0,32.0,16.0,0.3684210526315789,0.42105263157894735,0.21052631578947367
2620174,125,50.0,64.0,11.0,0.4,0.512,0.088
2620181,107,50.0,48.0,9.0,0.4672897196261682,0.4485981308411215,0.08411214953271028
2620182,128,49.0,59.0,20.0,0.3828125,0.4609375,0.15625
2620183,99,33.0,56.0,10.0,0.3333333333333333,0.5656565656565656,0.10101010101010101
2620184,99,40.0,52.0,7.0,0.40404040404040403,0.5252525252525253,0.0707070707070707
2620191,132,53.0,53.0,26.0,0.4015151515151515,0.4015151515151515,0.19696969696969696
2620192,121,61.0,40.0,20.0,0.5041322314049587,0.3305785123966942,0.1652892561983471
2620193,102,41.0,48.0,13.0,0.4019607843137255,0.47058823529411764,0.12745098039215685
2620194,104,42.0,49.0,13.0,0.40384615384615385,0.47115384615384615,0.125
2620201,100,28.0,64.0,8.0,0.28,0.64,0.08
2620202,34,18.0,16.0,0.0,0.5294117647058824,0.47058823529411764,0.0
2620203,63,21.0,33.0,9.0,0.3333333333333333,0.5238095238095238,0.14285714285714285
2620204,94,40.0,44.0,10.0,0.425531914893617,0.46808510638297873,0.10638297872340426
2620211,68,27.0,35.0,6.0,0.39705882352941174,0.5147058823529411,0.08823529411764706
2620212,78,29.0,39.0,10.0,0.3717948717948718,0.5,0.1282051282051282
2620213,72,33.0,28.0,11.0,0.4583333333333333,0.3888888888888889,0.1527777777777778
2620214,104,34.0,55.0,15.0,0.3269230769230769,0.5288461538461539,0.14423076923076922
2620221,89,34.0,42.0,13.0,0.38202247191011235,0.47191011235955055,0.14606741573033707
2620222,110,37.0,55.0,18.0,0.33636363636363636,0.5,0.16363636363636364
2620223,68,24.0,34.0,10.0,0.35294117647058826,0.5,0.14705882352941177
2620224,123,46.0,57.0,20.0,0.37398373983739835,0.4634146341463415,0.16260162601626016
2720161,21,11.0,9.0,1.0,0.5238095238095238,0.42857142857142855,0.047619047619047616
2720162,22,12.0,9.0,1.0,0.5454545454545454,0.4090909090909091,0.045454545454545456
2720163,19,7.0,10.0,2.0,0.3684210526315789,0.5263157894736842,0.10526315789473684
2720164,19,7.0,9.0,3.0,0.3684210526315789,0.47368421052631576,0.15789473684210525
2720171,17,11.0,5.0,1.0,0.6470588235294118,0.29411764705882354,0.058823529411764705
2720172,36,15.0,16.0,5.0,0.4166666666666667,0.4444444444444444,0.1388888888888889
2720173,35,13.0,17.0,5.0,0.37142857142857144,0.4857142857142857,0.14285714285714285
2720174,30,12.0,14.0,4.0,0.4,0.4666666666666667,0.13333333333333333
2720181,37,18.0,16.0,3.0,0.4864864864864865,0.43243243243243246,0.08108108108108109
2720182,37,14.0,16.0,7.0,0.3783783783783784,0.43243243243243246,0.1891891891891892
2720183,34,12.0,20.0,2.0,0.35294117647058826,0.5882352941176471,0.058823529411764705
2720184,29,13.0,12.0,4.0,0.4482758620689655,0.41379310344827586,0.13793103448275862
2720191,33,14.0,12.0,7.0,0.42424242424242425,0.36363636363636365,0.21212121212121213
2720192,31,11.0,20.0,0.0,0.3548387096774194,0.6451612903225806,0.0
2720193,31,15.0,16.0,0.0,0.4838709677419355,0.5161290322580645,0.0
2720194,39,13.0,18.0,8.0,0.3333333333333333,0.46153846153846156,0.20512820512820512
2720201,20,7.0,12.0,1.0,0.35,0.6,0.05
2720202,11,4.0,7.0,0.0,0.36363636363636365,0.6363636363636364,0.0
2720203,17,5.0,12.0,0.0,0.29411764705882354,0.7058823529411765,0.0
2720204,41,20.0,20.0,1.0,0.4878048780487805,0.4878048780487805,0.024390243902439025
2720211,27,11.0,16.0,0.0,0.4074074074074074,0.5925925925925926,0.0
2720212,16,4.0,11.0,1.0,0.25,0.6875,0.0625
2720213,9,4.0,4.0,1.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
2720214,21,6.0,13.0,2.0,0.2857142857142857,0.6190476190476191,0.09523809523809523
2720221,29,12.0,15.0,2.0,0.41379310344827586,0.5172413793103449,0.06896551724137931
2720222,19,7.0,11.0,1.0,0.3684210526315789,0.5789473684210527,0.05263157894736842
2720223,20,4.0,14.0,2.0,0.2,0.7,0.1
2720224,33,15.0,17.0,1.0,0.45454545454545453,0.5151515151515151,0.030303030303030304
2820161,32,16.0,15.0,1.0,0.5,0.46875,0.03125
2820162,32,13.0,17.0,2.0,0.40625,0.53125,0.0625
2820163,26,11.0,13.0,2.0,0.4230769230769231,0.5,0.07692307692307693
2820164,37,11.0,18.0,8.0,0.2972972972972973,0.4864864864864865,0.21621621621621623
2820171,34,10.0,23.0,1.0,0.29411764705882354,0.6764705882352942,0.029411764705882353
2820172,38,9.0,23.0,6.0,0.23684210526315788,0.6052631578947368,0.15789473684210525
2820173,42,25.0,16.0,1.0,0.5952380952380952,0.38095238095238093,0.023809523809523808
2820174,38,16.0,19.0,3.0,0.42105263157894735,0.5,0.07894736842105263
2820181,37,14.0,18.0,5.0,0.3783783783783784,0.4864864864864865,0.13513513513513514
2820182,38,16.0,18.0,4.0,0.42105263157894735,0.47368421052631576,0.10526315789473684
2820183,23,6.0,10.0,7.0,0.2608695652173913,0.43478260869565216,0.30434782608695654
2820184,33,17.0,13.0,3.0,0.5151515151515151,0.3939393939393939,0.09090909090909091
2820191,33,15.0,18.0,0.0,0.45454545454545453,0.5454545454545454,0.0
2820192,27,11.0,13.0,3.0,0.4074074074074074,0.48148148148148145,0.1111111111111111
2820193,23,11.0,10.0,2.0,0.4782608695652174,0.43478260869565216,0.08695652173913043
2820194,38,15.0,19.0,4.0,0.39473684210526316,0.5,0.10526315789473684
2820201,28,18.0,10.0,0.0,0.6428571428571429,0.35714285714285715,0.0
2820202,11,2.0,6.0,3.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
2820203,35,14.0,14.0,7.0,0.4,0.4,0.2
2820204,23,13.0,8.0,2.0,0.5652173913043478,0.34782608695652173,0.08695652173913043
2820211,18,9.0,9.0,0.0,0.5,0.5,0.0
2820212,25,14.0,10.0,1.0,0.56,0.4,0.04
2820213,26,11.0,14.0,1.0,0.4230769230769231,0.5384615384615384,0.038461538461538464
2820214,36,15.0,15.0,6.0,0.4166666666666667,0.4166666666666667,0.16666666666666666
2820221,26,10.0,15.0,1.0,0.38461538461538464,0.5769230769230769,0.038461538461538464
2820222,27,11.0,14.0,2.0,0.4074074074074074,0.5185185185185185,0.07407407407407407
2820223,39,18.0,19.0,2.0,0.46153846153846156,0.48717948717948717,0.05128205128205128
2820224,36,16.0,13.0,7.0,0.4444444444444444,0.3611111111111111,0.19444444444444445
2920161,22,14.0,8.0,0.0,0.6363636363636364,0.36363636363636365,0.0
2920162,11,7.0,4.0,0.0,0.6363636363636364,0.36363636363636365,0.0
2920163,10,4.0,4.0,2.0,0.4,0.4,0.2
2920164,9,4.0,4.0,1.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
2920171,9,4.0,5.0,0.0,0.4444444444444444,0.5555555555555556,0.0
2920172,5,1.0,1.0,3.0,0.2,0.2,0.6
2920173,10,3.0,5.0,2.0,0.3,0.5,0.2
2920174,5,1.0,3.0,1.0,0.2,0.6,0.2
2920181,2,1.0,1.0,0.0,0.5,0.5,0.0
2920182,6,2.0,1.0,3.0,0.3333333333333333,0.16666666666666666,0.5
2920183,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
2920184,10,6.0,3.0,1.0,0.6,0.3,0.1
2920191,9,2.0,6.0,1.0,0.2222222222222222,0.6666666666666666,0.1111111111111111
2920192,8,4.0,3.0,1.0,0.5,0.375,0.125
2920193,5,1.0,3.0,1.0,0.2,0.6,0.2
2920194,8,4.0,4.0,0.0,0.5,0.5,0.0
2920201,8,3.0,2.0,3.0,0.375,0.25,0.375
2920202,3,0.0,3.0,0.0,0.0,1.0,0.0
2920203,3,1.0,0.0,2.0,0.3333333333333333,0.0,0.6666666666666666
2920204,4,0.0,4.0,0.0,0.0,1.0,0.0
2920211,2,2.0,0.0,0.0,1.0,0.0,0.0
2920212,3,3.0,0.0,0.0,1.0,0.0,0.0
2920213,3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2920214,8,6.0,2.0,0.0,0.75,0.25,0.0
2920221,7,1.0,4.0,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
2920222,5,0.0,4.0,1.0,0.0,0.8,0.2
2920223,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
2920224,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
3020161,4,2.0,2.0,0.0,0.5,0.5,0.0
3020162,8,3.0,5.0,0.0,0.375,0.625,0.0
3020163,9,5.0,4.0,0.0,0.5555555555555556,0.4444444444444444,0.0
3020164,7,4.0,2.0,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
3020171,12,8.0,4.0,0.0,0.6666666666666666,0.3333333333333333,0.0
3020172,22,12.0,8.0,2.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
3020173,14,3.0,10.0,1.0,0.21428571428571427,0.7142857142857143,0.07142857142857142
3020174,17,9.0,5.0,3.0,0.5294117647058824,0.29411764705882354,0.17647058823529413
3020181,24,10.0,12.0,2.0,0.4166666666666667,0.5,0.08333333333333333
3020182,15,5.0,8.0,2.0,0.3333333333333333,0.5333333333333333,0.13333333333333333
3020183,17,10.0,4.0,3.0,0.5882352941176471,0.23529411764705882,0.17647058823529413
3020184,14,2.0,10.0,2.0,0.14285714285714285,0.7142857142857143,0.14285714285714285
3020191,25,13.0,11.0,1.0,0.52,0.44,0.04
3020192,24,13.0,10.0,1.0,0.5416666666666666,0.4166666666666667,0.041666666666666664
3020193,25,8.0,14.0,3.0,0.32,0.56,0.12
3020194,11,7.0,4.0,0.0,0.6363636363636364,0.36363636363636365,0.0
3020201,13,3.0,9.0,1.0,0.23076923076923078,0.6923076923076923,0.07692307692307693
3020202,9,2.0,6.0,1.0,0.2222222222222222,0.6666666666666666,0.1111111111111111
3020203,8,4.0,2.0,2.0,0.5,0.25,0.25
3020204,15,3.0,8.0,4.0,0.2,0.5333333333333333,0.26666666666666666
3020211,20,9.0,6.0,5.0,0.45,0.3,0.25
3020212,26,11.0,11.0,4.0,0.4230769230769231,0.4230769230769231,0.15384615384615385
3020213,13,7.0,6.0,0.0,0.5384615384615384,0.46153846153846156,0.0
3020214,18,8.0,8.0,2.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
3020221,10,3.0,5.0,2.0,0.3,0.5,0.2
3020222,15,4.0,9.0,2.0,0.26666666666666666,0.6,0.13333333333333333
3020223,14,4.0,10.0,0.0,0.2857142857142857,0.7142857142857143,0.0
3020224,15,3.0,12.0,0.0,0.2,0.8,0.0
3120161,66,33.0,27.0,6.0,0.5,0.4090909090909091,0.09090909090909091
3120162,53,17.0,32.0,4.0,0.32075471698113206,0.6037735849056604,0.07547169811320754
3120163,56,16.0,36.0,4.0,0.2857142857142857,0.6428571428571429,0.07142857142857142
3120164,72,36.0,31.0,5.0,0.5,0.4305555555555556,0.06944444444444445
3120171,54,19.0,25.0,10.0,0.35185185185185186,0.46296296296296297,0.18518518518518517
3120172,53,19.0,28.0,6.0,0.3584905660377358,0.5283018867924528,0.11320754716981132
3120173,41,15.0,18.0,8.0,0.36585365853658536,0.43902439024390244,0.1951219512195122
3120174,49,19.0,23.0,7.0,0.3877551020408163,0.46938775510204084,0.14285714285714285
3120181,47,20.0,22.0,5.0,0.425531914893617,0.46808510638297873,0.10638297872340426
3120182,33,12.0,16.0,5.0,0.36363636363636365,0.48484848484848486,0.15151515151515152
3120183,38,17.0,17.0,4.0,0.4473684210526316,0.4473684210526316,0.10526315789473684
3120184,41,16.0,20.0,5.0,0.3902439024390244,0.4878048780487805,0.12195121951219512
3120191,28,10.0,17.0,1.0,0.35714285714285715,0.6071428571428571,0.03571428571428571
