Clau,Accidents,Mat,Tar,Nit,Mat_P,Tar_p,Nit_p
3120192,35,12.0,17.0,6.0,0.34285714285714286,0.4857142857142857,0.17142857142857143
3120193,34,13.0,15.0,6.0,0.38235294117647056,0.4411764705882353,0.17647058823529413
3120194,31,11.0,15.0,5.0,0.3548387096774194,0.4838709677419355,0.16129032258064516
3120201,25,12.0,10.0,3.0,0.48,0.4,0.12
3120202,14,6.0,6.0,2.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
3120203,31,12.0,13.0,6.0,0.3870967741935484,0.41935483870967744,0.1935483870967742
3120204,29,9.0,20.0,0.0,0.3103448275862069,0.6896551724137931,0.0
3120211,25,9.0,16.0,0.0,0.36,0.64,0.0
3120212,41,17.0,20.0,4.0,0.4146341463414634,0.4878048780487805,0.0975609756097561
3120213,38,15.0,21.0,2.0,0.39473684210526316,0.5526315789473685,0.05263157894736842
3120214,60,28.0,29.0,3.0,0.4666666666666667,0.48333333333333334,0.05
3120221,29,15.0,10.0,4.0,0.5172413793103449,0.3448275862068966,0.13793103448275862
3120222,39,16.0,21.0,2.0,0.41025641025641024,0.5384615384615384,0.05128205128205128
3120223,26,9.0,13.0,4.0,0.34615384615384615,0.5,0.15384615384615385
3120224,35,14.0,14.0,7.0,0.4,0.4,0.2
320161,34,17.0,12.0,5.0,0.5,0.35294117647058826,0.14705882352941177
320162,30,6.0,20.0,4.0,0.2,0.6666666666666666,0.13333333333333333
320163,35,13.0,18.0,4.0,0.37142857142857144,0.5142857142857142,0.11428571428571428
320164,35,7.0,21.0,7.0,0.2,0.6,0.2
320171,35,13.0,17.0,5.0,0.37142857142857144,0.4857142857142857,0.14285714285714285
320172,62,19.0,39.0,4.0,0.3064516129032258,0.6290322580645161,0.06451612903225806
320173,40,15.0,14.0,11.0,0.375,0.35,0.275
320174,25,8.0,14.0,3.0,0.32,0.56,0.12
320181,26,13.0,11.0,2.0,0.5,0.4230769230769231,0.07692307692307693
320182,40,16.0,21.0,3.0,0.4,0.525,0.075
320183,46,15.0,25.0,6.0,0.32608695652173914,0.5434782608695652,0.13043478260869565
320184,26,8.0,12.0,6.0,0.3076923076923077,0.46153846153846156,0.23076923076923078
320191,41,20.0,14.0,7.0,0.4878048780487805,0.34146341463414637,0.17073170731707318
320192,38,10.0,17.0,11.0,0.2631578947368421,0.4473684210526316,0.2894736842105263
320193,48,13.0,25.0,10.0,0.2708333333333333,0.5208333333333334,0.20833333333333334
320194,34,11.0,18.0,5.0,0.3235294117647059,0.5294117647058824,0.14705882352941177
320201,30,12.0,15.0,3.0,0.4,0.5,0.1
320202,10,4.0,3.0,3.0,0.4,0.3,0.3
320203,34,10.0,23.0,1.0,0.29411764705882354,0.6764705882352942,0.029411764705882353
320204,16,8.0,8.0,0.0,0.5,0.5,0.0
320211,20,7.0,13.0,0.0,0.35,0.65,0.0
320212,37,8.0,25.0,4.0,0.21621621621621623,0.6756756756756757,0.10810810810810811
320213,40,11.0,23.0,6.0,0.275,0.575,0.15
320214,39,14.0,19.0,6.0,0.358974358974359,0.48717948717948717,0.15384615384615385
320221,29,11.0,14.0,4.0,0.3793103448275862,0.4827586206896552,0.13793103448275862
320222,54,10.0,37.0,7.0,0.18518518518518517,0.6851851851851852,0.12962962962962962
320223,38,10.0,19.0,9.0,0.2631578947368421,0.5,0.23684210526315788
320224,24,7.0,13.0,4.0,0.2916666666666667,0.5416666666666666,0.16666666666666666
3220161,8,4.0,4.0,0.0,0.5,0.5,0.0
3220162,14,3.0,9.0,2.0,0.21428571428571427,0.6428571428571429,0.14285714285714285
3220163,11,4.0,6.0,1.0,0.36363636363636365,0.5454545454545454,0.09090909090909091
3220164,5,2.0,2.0,1.0,0.4,0.4,0.2
3220171,8,3.0,3.0,2.0,0.375,0.375,0.25
3220172,32,8.0,22.0,2.0,0.25,0.6875,0.0625
3220173,32,10.0,14.0,8.0,0.3125,0.4375,0.25
3220174,49,22.0,22.0,5.0,0.4489795918367347,0.4489795918367347,0.10204081632653061
3220181,23,12.0,11.0,0.0,0.5217391304347826,0.4782608695652174,0.0
3220182,32,14.0,16.0,2.0,0.4375,0.5,0.0625
3220183,25,9.0,12.0,4.0,0.36,0.48,0.16
3220184,37,15.0,15.0,7.0,0.40540540540540543,0.40540540540540543,0.1891891891891892
3220191,35,16.0,13.0,6.0,0.45714285714285713,0.37142857142857144,0.17142857142857143
3220192,30,17.0,11.0,2.0,0.5666666666666667,0.36666666666666664,0.06666666666666667
3220193,31,18.0,10.0,3.0,0.5806451612903226,0.3225806451612903,0.0967741935483871
3220194,47,23.0,18.0,6.0,0.48936170212765956,0.3829787234042553,0.1276595744680851
3220201,35,18.0,13.0,4.0,0.5142857142857142,0.37142857142857144,0.11428571428571428
3220202,20,8.0,9.0,3.0,0.4,0.45,0.15
3220203,35,17.0,16.0,2.0,0.4857142857142857,0.45714285714285713,0.05714285714285714
3220204,23,8.0,15.0,0.0,0.34782608695652173,0.6521739130434783,0.0
3220211,29,13.0,15.0,1.0,0.4482758620689655,0.5172413793103449,0.034482758620689655
3220212,20,3.0,13.0,4.0,0.15,0.65,0.2
3220213,24,16.0,7.0,1.0,0.6666666666666666,0.2916666666666667,0.041666666666666664
3220214,39,12.0,23.0,4.0,0.3076923076923077,0.5897435897435898,0.10256410256410256
3220221,32,17.0,14.0,1.0,0.53125,0.4375,0.03125
3220222,31,9.0,19.0,3.0,0.2903225806451613,0.6129032258064516,0.0967741935483871
3220223,37,11.0,21.0,5.0,0.2972972972972973,0.5675675675675675,0.13513513513513514
3220224,22,9.0,13.0,0.0,0.4090909090909091,0.5909090909090909,0.0
3320161,17,10.0,6.0,1.0,0.5882352941176471,0.35294117647058826,0.058823529411764705
3320162,16,8.0,8.0,0.0,0.5,0.5,0.0
3320163,8,1.0,6.0,1.0,0.125,0.75,0.125
3320164,21,9.0,10.0,2.0,0.42857142857142855,0.47619047619047616,0.09523809523809523
3320171,15,5.0,9.0,1.0,0.3333333333333333,0.6,0.06666666666666667
3320172,29,17.0,9.0,3.0,0.5862068965517241,0.3103448275862069,0.10344827586206896
3320173,22,8.0,10.0,4.0,0.36363636363636365,0.45454545454545453,0.18181818181818182
3320174,40,22.0,17.0,1.0,0.55,0.425,0.025
3320181,23,8.0,14.0,1.0,0.34782608695652173,0.6086956521739131,0.043478260869565216
3320182,24,8.0,15.0,1.0,0.3333333333333333,0.625,0.041666666666666664
3320183,23,12.0,7.0,4.0,0.5217391304347826,0.30434782608695654,0.17391304347826086
3320184,29,14.0,14.0,1.0,0.4827586206896552,0.4827586206896552,0.034482758620689655
3320191,36,13.0,18.0,5.0,0.3611111111111111,0.5,0.1388888888888889
3320192,30,11.0,12.0,7.0,0.36666666666666664,0.4,0.23333333333333334
3320193,26,12.0,14.0,0.0,0.46153846153846156,0.5384615384615384,0.0
3320194,31,13.0,12.0,6.0,0.41935483870967744,0.3870967741935484,0.1935483870967742
3320201,27,12.0,12.0,3.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
3320202,10,5.0,3.0,2.0,0.5,0.3,0.2
3320203,22,10.0,12.0,0.0,0.45454545454545453,0.5454545454545454,0.0
3320204,33,12.0,21.0,0.0,0.36363636363636365,0.6363636363636364,0.0
3320211,26,13.0,10.0,3.0,0.5,0.38461538461538464,0.11538461538461539
3320212,30,13.0,13.0,4.0,0.43333333333333335,0.43333333333333335,0.13333333333333333
3320213,26,10.0,14.0,2.0,0.38461538461538464,0.5384615384615384,0.07692307692307693
3320214,42,13.0,22.0,7.0,0.30952380952380953,0.5238095238095238,0.16666666666666666
3320221,23,14.0,9.0,0.0,0.6086956521739131,0.391304347826087,0.0
3320222,38,17.0,17.0,4.0,0.4473684210526316,0.4473684210526316,0.10526315789473684
3320223,35,13.0,13.0,9.0,0.37142857142857144,0.37142857142857144,0.2571428571428571
3320224,34,16.0,14.0,4.0,0.47058823529411764,0.4117647058823529,0.11764705882352941
3420161,5,1.0,4.0,0.0,0.2,0.8,0.0
3420162,6,2.0,3.0,1.0,0.3333333333333333,0.5,0.16666666666666666
3420163,9,6.0,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0
3420164,5,3.0,2.0,0.0,0.6,0.4,0.0
3420171,6,1.0,4.0,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
3420172,4,2.0,2.0,0.0,0.5,0.5,0.0
3420173,1,0.0,1.0,0.0,0.0,1.0,0.0
3420174,6,3.0,2.0,1.0,0.5,0.3333333333333333,0.16666666666666666
3420181,2,1.0,1.0,0.0,0.5,0.5,0.0
3420182,6,5.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
3420183,1,0.0,1.0,0.0,0.0,1.0,0.0
3420184,6,4.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0
3420191,2,1.0,1.0,0.0,0.5,0.5,0.0
3420192,5,1.0,3.0,1.0,0.2,0.6,0.2
3420193,5,1.0,3.0,1.0,0.2,0.6,0.2
3420194,6,1.0,5.0,0.0,0.16666666666666666,0.8333333333333334,0.0
3420201,3,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
3420203,3,0.0,3.0,0.0,0.0,1.0,0.0
3420204,5,4.0,1.0,0.0,0.8,0.2,0.0
3420211,4,3.0,1.0,0.0,0.75,0.25,0.0
3420212,5,3.0,2.0,0.0,0.6,0.4,0.0
3420213,9,2.0,6.0,1.0,0.2222222222222222,0.6666666666666666,0.1111111111111111
3420214,3,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0
3420221,3,0.0,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666
3420222,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
3420223,2,0.0,2.0,0.0,0.0,1.0,0.0
3420224,4,1.0,3.0,0.0,0.25,0.75,0.0
3520161,37,16.0,15.0,6.0,0.43243243243243246,0.40540540540540543,0.16216216216216217
3520162,33,12.0,17.0,4.0,0.36363636363636365,0.5151515151515151,0.12121212121212122
3520163,33,17.0,15.0,1.0,0.5151515151515151,0.45454545454545453,0.030303030303030304
3520164,39,14.0,22.0,3.0,0.358974358974359,0.5641025641025641,0.07692307692307693
3520171,46,24.0,15.0,7.0,0.5217391304347826,0.32608695652173914,0.15217391304347827
3520172,16,5.0,10.0,1.0,0.3125,0.625,0.0625
3520173,29,13.0,10.0,6.0,0.4482758620689655,0.3448275862068966,0.20689655172413793
3520174,28,11.0,12.0,5.0,0.39285714285714285,0.42857142857142855,0.17857142857142858
3520181,33,10.0,14.0,9.0,0.30303030303030304,0.42424242424242425,0.2727272727272727
3520182,25,12.0,11.0,2.0,0.48,0.44,0.08
3520183,23,7.0,12.0,4.0,0.30434782608695654,0.5217391304347826,0.17391304347826086
3520184,48,19.0,18.0,11.0,0.3958333333333333,0.375,0.22916666666666666
3520191,29,16.0,8.0,5.0,0.5517241379310345,0.27586206896551724,0.1724137931034483
3520192,23,10.0,10.0,3.0,0.43478260869565216,0.43478260869565216,0.13043478260869565
3520193,21,8.0,11.0,2.0,0.38095238095238093,0.5238095238095238,0.09523809523809523
3520194,29,15.0,12.0,2.0,0.5172413793103449,0.41379310344827586,0.06896551724137931
3520201,33,11.0,21.0,1.0,0.3333333333333333,0.6363636363636364,0.030303030303030304
3520202,14,5.0,7.0,2.0,0.35714285714285715,0.5,0.14285714285714285
3520203,34,11.0,18.0,5.0,0.3235294117647059,0.5294117647058824,0.14705882352941177
3520204,23,6.0,17.0,0.0,0.2608695652173913,0.7391304347826086,0.0
3520211,28,11.0,16.0,1.0,0.39285714285714285,0.5714285714285714,0.03571428571428571
3520212,30,7.0,20.0,3.0,0.23333333333333334,0.6666666666666666,0.1
3520213,14,2.0,9.0,3.0,0.14285714285714285,0.6428571428571429,0.21428571428571427
3520214,19,9.0,9.0,1.0,0.47368421052631576,0.47368421052631576,0.05263157894736842
3520221,32,20.0,11.0,1.0,0.625,0.34375,0.03125
3520222,26,13.0,10.0,3.0,0.5,0.38461538461538464,0.11538461538461539
3520223,26,10.0,14.0,2.0,0.38461538461538464,0.5384615384615384,0.07692307692307693
3520224,29,11.0,18.0,0.0,0.3793103448275862,0.6206896551724138,0.0
3620161,25,9.0,10.0,6.0,0.36,0.4,0.24
3620162,24,7.0,15.0,2.0,0.2916666666666667,0.625,0.08333333333333333
3620163,21,8.0,12.0,1.0,0.38095238095238093,0.5714285714285714,0.047619047619047616
3620164,33,11.0,19.0,3.0,0.3333333333333333,0.5757575757575758,0.09090909090909091
3620171,25,9.0,13.0,3.0,0.36,0.52,0.12
3620172,14,5.0,6.0,3.0,0.35714285714285715,0.42857142857142855,0.21428571428571427
3620173,6,4.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0
3620174,12,4.0,6.0,2.0,0.3333333333333333,0.5,0.16666666666666666
3620181,11,5.0,5.0,1.0,0.45454545454545453,0.45454545454545453,0.09090909090909091
3620182,11,8.0,3.0,0.0,0.7272727272727273,0.2727272727272727,0.0
3620183,7,1.0,6.0,0.0,0.14285714285714285,0.8571428571428571,0.0
3620184,8,1.0,4.0,3.0,0.125,0.5,0.375
3620191,7,2.0,3.0,2.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
3620192,2,1.0,1.0,0.0,0.5,0.5,0.0
3620193,10,6.0,3.0,1.0,0.6,0.3,0.1
3620194,8,3.0,3.0,2.0,0.375,0.375,0.25
3620201,15,9.0,4.0,2.0,0.6,0.26666666666666666,0.13333333333333333
3620202,8,5.0,2.0,1.0,0.625,0.25,0.125
3620203,5,4.0,1.0,0.0,0.8,0.2,0.0
3620204,3,3.0,0.0,0.0,1.0,0.0,0.0
3620211,8,5.0,3.0,0.0,0.625,0.375,0.0
3620212,8,2.0,6.0,0.0,0.25,0.75,0.0
3620213,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
3620214,14,3.0,4.0,7.0,0.21428571428571427,0.2857142857142857,0.5
3620221,9,0.0,9.0,0.0,0.0,1.0,0.0
3620222,8,1.0,7.0,0.0,0.125,0.875,0.0
3620223,12,3.0,9.0,0.0,0.25,0.75,0.0
3620224,12,7.0,3.0,2.0,0.5833333333333334,0.25,0.16666666666666666
3720161,22,10.0,9.0,3.0,0.45454545454545453,0.4090909090909091,0.13636363636363635
3720162,18,10.0,7.0,1.0,0.5555555555555556,0.3888888888888889,0.05555555555555555
3720163,11,3.0,5.0,3.0,0.2727272727272727,0.45454545454545453,0.2727272727272727
3720164,22,10.0,12.0,0.0,0.45454545454545453,0.5454545454545454,0.0
3720171,19,6.0,8.0,5.0,0.3157894736842105,0.42105263157894735,0.2631578947368421
3720172,19,9.0,9.0,1.0,0.47368421052631576,0.47368421052631576,0.05263157894736842
3720173,20,10.0,9.0,1.0,0.5,0.45,0.05
3720174,23,12.0,9.0,2.0,0.5217391304347826,0.391304347826087,0.08695652173913043
3720181,29,10.0,16.0,3.0,0.3448275862068966,0.5517241379310345,0.10344827586206896
3720182,23,12.0,9.0,2.0,0.5217391304347826,0.391304347826087,0.08695652173913043
3720183,16,6.0,7.0,3.0,0.375,0.4375,0.1875
3720184,28,13.0,9.0,6.0,0.4642857142857143,0.32142857142857145,0.21428571428571427
3720191,23,9.0,12.0,2.0,0.391304347826087,0.5217391304347826,0.08695652173913043
3720192,22,11.0,10.0,1.0,0.5,0.45454545454545453,0.045454545454545456
3720193,23,8.0,13.0,2.0,0.34782608695652173,0.5652173913043478,0.08695652173913043
3720194,20,6.0,8.0,6.0,0.3,0.4,0.3
3720201,20,5.0,14.0,1.0,0.25,0.7,0.05
3720202,18,5.0,13.0,0.0,0.2777777777777778,0.7222222222222222,0.0
3720203,19,3.0,13.0,3.0,0.15789473684210525,0.6842105263157895,0.15789473684210525
3720204,25,7.0,18.0,0.0,0.28,0.72,0.0
3720211,22,10.0,9.0,3.0,0.45454545454545453,0.4090909090909091,0.13636363636363635
3720212,25,8.0,11.0,6.0,0.32,0.44,0.24
3720213,13,3.0,5.0,5.0,0.23076923076923078,0.38461538461538464,0.38461538461538464
3720214,24,11.0,12.0,1.0,0.4583333333333333,0.5,0.041666666666666664
3720221,15,6.0,6.0,3.0,0.4,0.4,0.2
3720222,27,7.0,17.0,3.0,0.25925925925925924,0.6296296296296297,0.1111111111111111
3720223,20,8.0,11.0,1.0,0.4,0.55,0.05
3720224,17,7.0,8.0,2.0,0.4117647058823529,0.47058823529411764,0.11764705882352941
3820161,15,6.0,7.0,2.0,0.4,0.4666666666666667,0.13333333333333333
3820162,13,6.0,6.0,1.0,0.46153846153846156,0.46153846153846156,0.07692307692307693
3820163,8,2.0,5.0,1.0,0.25,0.625,0.125
3820164,14,9.0,3.0,2.0,0.6428571428571429,0.21428571428571427,0.14285714285714285
3820171,16,4.0,10.0,2.0,0.25,0.625,0.125
3820172,7,1.0,5.0,1.0,0.14285714285714285,0.7142857142857143,0.14285714285714285
3820173,5,1.0,3.0,1.0,0.2,0.6,0.2
3820174,11,2.0,8.0,1.0,0.18181818181818182,0.7272727272727273,0.09090909090909091
3820181,7,2.0,4.0,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
3820182,11,3.0,7.0,1.0,0.2727272727272727,0.6363636363636364,0.09090909090909091
3820183,8,2.0,3.0,3.0,0.25,0.375,0.375
3820184,7,4.0,3.0,0.0,0.5714285714285714,0.42857142857142855,0.0
3820191,4,3.0,1.0,0.0,0.75,0.25,0.0
3820192,7,2.0,3.0,2.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
3820193,7,1.0,4.0,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
3820194,8,3.0,5.0,0.0,0.375,0.625,0.0
3820201,5,2.0,3.0,0.0,0.4,0.6,0.0
3820202,6,1.0,5.0,0.0,0.16666666666666666,0.8333333333333334,0.0
3820203,11,1.0,6.0,4.0,0.09090909090909091,0.5454545454545454,0.36363636363636365
3820204,6,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
3820211,3,0.0,3.0,0.0,0.0,1.0,0.0
3820212,5,3.0,2.0,0.0,0.6,0.4,0.0
3820213,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
3820214,9,5.0,4.0,0.0,0.5555555555555556,0.4444444444444444,0.0
3820221,9,2.0,4.0,3.0,0.2222222222222222,0.4444444444444444,0.3333333333333333
3820222,7,2.0,5.0,0.0,0.2857142857142857,0.7142857142857143,0.0
3820223,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
3820224,7,2.0,3.0,2.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
3920161,8,2.0,5.0,1.0,0.25,0.625,0.125
3920162,13,6.0,5.0,2.0,0.46153846153846156,0.38461538461538464,0.15384615384615385
3920163,5,1.0,4.0,0.0,0.2,0.8,0.0
3920164,9,4.0,5.0,0.0,0.4444444444444444,0.5555555555555556,0.0
3920171,9,4.0,5.0,0.0,0.4444444444444444,0.5555555555555556,0.0
3920172,16,5.0,7.0,4.0,0.3125,0.4375,0.25
3920173,11,5.0,4.0,2.0,0.45454545454545453,0.36363636363636365,0.18181818181818182
3920174,13,3.0,8.0,2.0,0.23076923076923078,0.6153846153846154,0.15384615384615385
3920181,13,5.0,6.0,2.0,0.38461538461538464,0.46153846153846156,0.15384615384615385
3920182,18,4.0,8.0,6.0,0.2222222222222222,0.4444444444444444,0.3333333333333333
3920183,9,5.0,1.0,3.0,0.5555555555555556,0.1111111111111111,0.3333333333333333
3920184,17,6.0,10.0,1.0,0.35294117647058826,0.5882352941176471,0.058823529411764705
3920191,6,2.0,4.0,0.0,0.3333333333333333,0.6666666666666666,0.0
3920192,23,4.0,11.0,8.0,0.17391304347826086,0.4782608695652174,0.34782608695652173
3920193,17,7.0,7.0,3.0,0.4117647058823529,0.4117647058823529,0.17647058823529413
3920194,12,7.0,4.0,1.0,0.5833333333333334,0.3333333333333333,0.08333333333333333
3920201,13,4.0,6.0,3.0,0.3076923076923077,0.46153846153846156,0.23076923076923078
3920202,3,0.0,3.0,0.0,0.0,1.0,0.0
3920203,13,1.0,6.0,6.0,0.07692307692307693,0.46153846153846156,0.46153846153846156
3920204,9,1.0,5.0,3.0,0.1111111111111111,0.5555555555555556,0.3333333333333333
3920211,13,7.0,6.0,0.0,0.5384615384615384,0.46153846153846156,0.0
3920212,9,1.0,7.0,1.0,0.1111111111111111,0.7777777777777778,0.1111111111111111
3920213,13,3.0,6.0,4.0,0.23076923076923078,0.46153846153846156,0.3076923076923077
3920214,13,6.0,5.0,2.0,0.46153846153846156,0.38461538461538464,0.15384615384615385
3920221,12,3.0,7.0,2.0,0.25,0.5833333333333334,0.16666666666666666
3920222,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
3920223,14,4.0,8.0,2.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
3920224,13,4.0,8.0,1.0,0.3076923076923077,0.6153846153846154,0.07692307692307693
4020161,14,6.0,8.0,0.0,0.42857142857142855,0.5714285714285714,0.0
4020162,8,1.0,5.0,2.0,0.125,0.625,0.25
4020163,11,6.0,5.0,0.0,0.5454545454545454,0.45454545454545453,0.0
4020164,11,6.0,4.0,1.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
4020171,14,6.0,8.0,0.0,0.42857142857142855,0.5714285714285714,0.0
4020172,14,6.0,6.0,2.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
4020173,15,6.0,6.0,3.0,0.4,0.4,0.2
4020174,11,5.0,3.0,3.0,0.45454545454545453,0.2727272727272727,0.2727272727272727
4020181,18,10.0,8.0,0.0,0.5555555555555556,0.4444444444444444,0.0
4020182,9,4.0,4.0,1.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
4020183,21,6.0,14.0,1.0,0.2857142857142857,0.6666666666666666,0.047619047619047616
4020184,16,6.0,6.0,4.0,0.375,0.375,0.25
4020191,10,2.0,7.0,1.0,0.2,0.7,0.1
4020192,10,5.0,4.0,1.0,0.5,0.4,0.1
4020193,13,2.0,7.0,4.0,0.15384615384615385,0.5384615384615384,0.3076923076923077
4020194,11,5.0,6.0,0.0,0.45454545454545453,0.5454545454545454,0.0
4020201,17,7.0,9.0,1.0,0.4117647058823529,0.5294117647058824,0.058823529411764705
4020202,4,1.0,2.0,1.0,0.25,0.5,0.25
4020203,21,9.0,9.0,3.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
4020204,1,1.0,0.0,0.0,1.0,0.0,0.0
4020211,12,4.0,8.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4020212,9,2.0,6.0,1.0,0.2222222222222222,0.6666666666666666,0.1111111111111111
4020213,8,3.0,3.0,2.0,0.375,0.375,0.25
4020214,13,7.0,4.0,2.0,0.5384615384615384,0.3076923076923077,0.15384615384615385
4020221,10,6.0,3.0,1.0,0.6,0.3,0.1
4020222,9,1.0,5.0,3.0,0.1111111111111111,0.5555555555555556,0.3333333333333333
4020223,5,2.0,3.0,0.0,0.4,0.6,0.0
4020224,8,6.0,2.0,0.0,0.75,0.25,0.0
4120161,21,6.0,15.0,0.0,0.2857142857142857,0.7142857142857143,0.0
4120162,12,8.0,3.0,1.0,0.6666666666666666,0.25,0.08333333333333333
4120163,8,4.0,2.0,2.0,0.5,0.25,0.25
4120164,19,6.0,10.0,3.0,0.3157894736842105,0.5263157894736842,0.15789473684210525
4120171,13,4.0,9.0,0.0,0.3076923076923077,0.6923076923076923,0.0
4120172,20,8.0,11.0,1.0,0.4,0.55,0.05
4120173,22,11.0,11.0,0.0,0.5,0.5,0.0
4120174,19,7.0,12.0,0.0,0.3684210526315789,0.631578947368421,0.0
4120181,18,6.0,12.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4120182,20,11.0,8.0,1.0,0.55,0.4,0.05
4120183,23,14.0,9.0,0.0,0.6086956521739131,0.391304347826087,0.0
4120184,23,11.0,9.0,3.0,0.4782608695652174,0.391304347826087,0.13043478260869565
4120191,21,7.0,14.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4120192,23,9.0,13.0,1.0,0.391304347826087,0.5652173913043478,0.043478260869565216
4120193,9,4.0,4.0,1.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
4120194,20,4.0,15.0,1.0,0.2,0.75,0.05
4120201,21,6.0,12.0,3.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
4120202,8,4.0,2.0,2.0,0.5,0.25,0.25
4120203,6,3.0,3.0,0.0,0.5,0.5,0.0
4120204,10,4.0,6.0,0.0,0.4,0.6,0.0
4120211,24,16.0,7.0,1.0,0.6666666666666666,0.2916666666666667,0.041666666666666664
4120212,20,7.0,12.0,1.0,0.35,0.6,0.05
4120213,16,7.0,8.0,1.0,0.4375,0.5,0.0625
4120214,33,14.0,19.0,0.0,0.42424242424242425,0.5757575757575758,0.0
4120221,13,5.0,7.0,1.0,0.38461538461538464,0.5384615384615384,0.07692307692307693
4120222,19,7.0,12.0,0.0,0.3684210526315789,0.631578947368421,0.0
4120223,11,3.0,8.0,0.0,0.2727272727272727,0.7272727272727273,0.0
4120224,23,10.0,12.0,1.0,0.43478260869565216,0.5217391304347826,0.043478260869565216
420161,49,19.0,24.0,6.0,0.3877551020408163,0.4897959183673469,0.12244897959183673
420162,69,22.0,39.0,8.0,0.3188405797101449,0.5652173913043478,0.11594202898550725
420163,78,29.0,34.0,15.0,0.3717948717948718,0.4358974358974359,0.19230769230769232
420164,52,23.0,18.0,11.0,0.4423076923076923,0.34615384615384615,0.21153846153846154
420171,52,22.0,21.0,9.0,0.4230769230769231,0.40384615384615385,0.17307692307692307
420172,39,13.0,22.0,4.0,0.3333333333333333,0.5641025641025641,0.10256410256410256
420173,36,16.0,16.0,4.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
420174,33,13.0,15.0,5.0,0.3939393939393939,0.45454545454545453,0.15151515151515152
420181,33,14.0,15.0,4.0,0.42424242424242425,0.45454545454545453,0.12121212121212122
420182,39,11.0,23.0,5.0,0.28205128205128205,0.5897435897435898,0.1282051282051282
420183,45,13.0,26.0,6.0,0.28888888888888886,0.5777777777777777,0.13333333333333333
420184,26,11.0,9.0,6.0,0.4230769230769231,0.34615384615384615,0.23076923076923078
420191,41,18.0,16.0,7.0,0.43902439024390244,0.3902439024390244,0.17073170731707318
420192,41,8.0,27.0,6.0,0.1951219512195122,0.6585365853658537,0.14634146341463414
420193,33,8.0,21.0,4.0,0.24242424242424243,0.6363636363636364,0.12121212121212122
420194,30,13.0,15.0,2.0,0.43333333333333335,0.5,0.06666666666666667
420201,21,8.0,10.0,3.0,0.38095238095238093,0.47619047619047616,0.14285714285714285
420202,13,6.0,6.0,1.0,0.46153846153846156,0.46153846153846156,0.07692307692307693
420203,15,3.0,12.0,0.0,0.2,0.8,0.0
420204,12,6.0,5.0,1.0,0.5,0.4166666666666667,0.08333333333333333
420211,19,6.0,11.0,2.0,0.3157894736842105,0.5789473684210527,0.10526315789473684
420212,27,13.0,10.0,4.0,0.48148148148148145,0.37037037037037035,0.14814814814814814
420213,31,9.0,19.0,3.0,0.2903225806451613,0.6129032258064516,0.0967741935483871
420214,32,9.0,15.0,8.0,0.28125,0.46875,0.25
420221,26,9.0,15.0,2.0,0.34615384615384615,0.5769230769230769,0.07692307692307693
420222,46,13.0,23.0,10.0,0.2826086956521739,0.5,0.21739130434782608
420223,27,5.0,16.0,6.0,0.18518518518518517,0.5925925925925926,0.2222222222222222
420224,22,10.0,5.0,7.0,0.45454545454545453,0.22727272727272727,0.3181818181818182
4220161,2,1.0,1.0,0.0,0.5,0.5,0.0
4220162,1,1.0,0.0,0.0,1.0,0.0,0.0
4220163,2,0.0,2.0,0.0,0.0,1.0,0.0
4220164,3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
4220171,7,3.0,2.0,2.0,0.42857142857142855,0.2857142857142857,0.2857142857142857
