"Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Rang_soroll","TOTAL_D","TOTAL_E","TOTAL_N","TOTAL_DEN","TRANSIT_D","TRANSIT_E","TRANSIT_N","TRANSIT_DEN","GI_TR_D","GI_TR_E","GI_TR_N","GI_TR_DEN","FFCC_D","FFCC_E","FFCC_N","FFCC_DEN","INDUST_D","INDUST_E","INDUST_N","INDUST_DEN","VIANANTS_D","VIANANTS_E","OCI_N","PATIS_D","PATIS_E","PARCS_D"
"2","Eixample","9","la Nova Esquerra de l'Eixample","<40 dB","0.15%","0.19%","28.82%","0.15%","0.19%","0.19%","28.92%","0.19%","36.56%","51.85%","75.24%","29.27%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","97.97%","98.10%","99.90%","91.13%","94.65%","99.35%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","40-45 dB","7.87%","22.44%","15.18%","0.76%","8.93%","25.71%","15.08%","0.71%","30.88%","23.14%","5.04%","31.64%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.72%","1.35%","0.10%","0.00%","0.00%","0.57%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","45-50 dB","27.66%","16.18%","1.54%","33.09%","33.89%","18.02%","1.54%","40.10%","12.06%","5.30%","4.77%","17.47%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.31%","0.55%","0.00%","0.00%","0.00%","0.08%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","50-55 dB","1.14%","1.36%","4.11%","3.69%","1.81%","1.55%","4.11%","3.50%","3.46%","4.61%","4.07%","3.14%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.19%","0.00%","0.00%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","55-60 dB","7.75%","7.27%","15.43%","6.78%","1.94%","3.88%","15.43%","1.73%","4.88%","4.09%","2.76%","5.08%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.00%","3.67%","0.00%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","60-65 dB","12.85%","16.43%","29.14%","9.54%","10.70%","14.53%","29.14%","7.68%","3.34%","2.75%","3.89%","3.70%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.68%","1.68%","0.00%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","65-70 dB","25.38%","29.49%","5.78%","18.48%","25.35%","29.48%","5.78%","18.51%","2.22%","3.87%","4.23%","2.21%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","70-75 dB","16.72%","6.64%","0.00%","25.02%","16.71%","6.64%","0.00%","25.08%","6.16%","4.39%","0.00%","5.33%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","9","la Nova Esquerra de l'Eixample","75-80 dB","0.48%","0.00%","0.00%","2.49%","0.48%","0.00%","0.00%","2.50%","0.44%","0.00%","0.00%","2.16%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","9","la Nova Esquerra de l'Eixample",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni","<40 dB","0.15%","0.19%","34.11%","0.15%","0.19%","0.19%","34.70%","0.19%","36.58%","44.33%","69.90%","26.43%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","93.74%","94.43%","94.58%","89.34%","93.81%","100.00%"
"2","Eixample","10","Sant Antoni","40-45 dB","7.63%","27.72%","11.62%","0.34%","13.77%","33.16%","11.05%","0.93%","26.28%","26.68%","10.50%","28.07%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.46%","1.28%","2.28%","0.00%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni","45-50 dB","26.82%","11.61%","0.49%","32.56%","31.24%","12.36%","0.49%","42.45%","16.28%","9.32%","6.40%","21.14%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.94%","0.63%","0.42%","0.00%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni","50-55 dB","3.85%","0.48%","2.95%","5.80%","0.73%","0.49%","2.96%","2.32%","5.24%","6.30%","4.44%","6.65%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.86%","3.66%","0.89%","3.61%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni","55-60 dB","7.85%","7.98%","16.10%","6.86%","1.08%","2.88%","16.23%","0.50%","5.75%","4.55%","1.95%","6.33%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.34%","6.37%","5.52%","0.00%"
"2","Eixample","10","Sant Antoni","60-65 dB","10.13%","16.09%","31.25%","6.73%","9.54%","15.09%","31.47%","6.19%","2.44%","1.96%","4.37%","3.26%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.49%","0.68%","0.67%","0.00%"
"2","Eixample","10","Sant Antoni","65-70 dB","31.23%","32.59%","3.48%","22.75%","31.11%","32.49%","3.10%","22.61%","4.31%","4.39%","2.44%","1.71%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni","70-75 dB","12.26%","3.34%","0.00%","22.58%","12.26%","3.34%","0.00%","22.56%","3.04%","2.47%","0.00%","4.19%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni","75-80 dB","0.08%","0.00%","0.00%","2.23%","0.08%","0.00%","0.00%","2.25%","0.08%","0.00%","0.00%","2.22%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"2","Eixample","10","Sant Antoni",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","<40 dB","13.88%","25.86%","41.77%","2.31%","15.15%","27.16%","42.30%","4.56%","64.20%","70.60%","84.62%","55.65%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","89.46%","91.56%","83.40%","98.85%","98.85%","99.96%"
"3","Sants-Montjuïc","11","el Poble Sec","40-45 dB","23.39%","14.75%","4.68%","30.13%","23.39%","14.85%","5.67%","29.73%","17.69%","13.96%","5.51%","20.76%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.90%","3.88%","4.95%","0.00%","0.00%","0.04%"
"3","Sants-Montjuïc","11","el Poble Sec","45-50 dB","6.46%","4.88%","7.39%","9.94%","7.39%","5.85%","8.58%","9.84%","6.65%","5.50%","3.27%","10.19%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.46%","2.06%","2.79%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","50-55 dB","5.13%","7.62%","23.50%","4.21%","5.60%","8.13%","25.62%","5.63%","4.03%","3.30%","1.64%","4.54%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.65%","0.34%","1.10%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","55-60 dB","20.66%","26.71%","11.33%","13.13%","19.20%","25.13%","12.22%","13.08%","1.95%","1.66%","1.48%","2.73%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.53%","2.16%","2.22%","0.43%","0.43%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","60-65 dB","21.96%","14.40%","10.88%","23.49%","20.74%","13.10%","5.50%","24.68%","1.27%","1.46%","3.38%","1.64%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.54%","0.72%","0.72%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","65-70 dB","6.09%","5.62%","0.45%","11.18%","6.10%","5.62%","0.11%","8.09%","2.41%","3.41%","0.10%","1.49%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","70-75 dB","2.42%","0.16%","0.00%","5.58%","2.42%","0.16%","0.00%","4.36%","1.79%","0.11%","0.00%","2.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec","75-80 dB","0.01%","0.00%","0.00%","0.03%","0.01%","0.00%","0.00%","0.03%","0.01%","0.00%","0.00%","0.03%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","11","el Poble Sec",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","<40 dB","0.96%","1.91%","19.98%","0.17%","1.56%","3.65%","20.16%","0.18%","33.01%","39.18%","59.25%","28.58%","98.61%","99.22%","99.04%","94.96%","93.05%","99.74%","99.74%","90.10%","65.68%","78.89%","100.00%","100.00%","100.00%","100.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","40-45 dB","6.25%","12.16%","27.19%","5.74%","15.12%","16.51%","27.45%","10.25%","22.59%","21.63%","14.16%","15.90%","0.96%","0.52%","0.87%","3.56%","6.08%","0.26%","0.26%","5.47%","30.15%","21.11%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","45-50 dB","29.19%","30.93%","27.63%","20.42%","22.76%","26.59%","27.11%","18.85%","15.47%","13.64%","18.59%","22.16%","0.43%","0.17%","0.09%","1.39%","0.87%","0.00%","0.00%","4.43%","4.17%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","50-55 dB","29.80%","29.80%","17.55%","30.93%","27.11%","28.84%","17.98%","28.24%","16.68%","17.64%","5.48%","12.68%","0.00%","0.09%","0.00%","0.09%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","55-60 dB","23.02%","17.64%","7.39%","29.80%","22.76%","16.94%","6.95%","29.45%","8.95%","5.39%","2.26%","16.51%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","60-65 dB","8.69%","7.21%","0.26%","8.08%","8.60%","7.21%","0.35%","8.34%","2.95%","2.17%","0.26%","2.61%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","65-70 dB","2.00%","0.35%","0.00%","4.69%","2.00%","0.26%","0.00%","4.43%","0.35%","0.35%","0.00%","1.39%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","70-75 dB","0.09%","0.00%","0.00%","0.17%","0.09%","0.00%","0.00%","0.26%","0.00%","0.00%","0.00%","0.17%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","12","la Marina del Prat Vermell",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","<40 dB","2.44%","8.35%","31.84%","0.33%","5.59%","11.51%","31.84%","0.40%","51.82%","61.24%","74.23%","46.06%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","93.42%","95.51%","100.00%","81.29%","97.37%","100.00%"
"3","Sants-Montjuïc","13","la Marina de Port","40-45 dB","5.94%","19.95%","12.89%","5.61%","21.44%","20.56%","12.89%","20.66%","19.52%","12.99%","6.65%","22.04%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.43%","3.42%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","45-50 dB","13.57%","13.21%","10.76%","12.32%","13.72%","12.48%","10.76%","15.63%","8.30%","6.94%","4.16%","9.03%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.86%","1.07%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","50-55 dB","26.69%","10.80%","16.02%","27.45%","11.32%","10.46%","16.02%","11.93%","4.43%","3.82%","2.96%","5.73%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.29%","0.00%","0.00%","16.08%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","55-60 dB","15.32%","18.36%","17.77%","13.43%","11.96%","15.67%","17.77%","10.62%","3.10%","2.92%","2.35%","3.24%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.63%","2.63%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","60-65 dB","21.41%","18.50%","9.81%","21.24%","21.34%","18.49%","9.81%","21.08%","2.34%","2.35%","8.77%","2.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","65-70 dB","13.03%","9.87%","0.91%","16.31%","13.03%","9.87%","0.91%","16.37%","8.98%","8.80%","0.88%","8.35%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","70-75 dB","1.60%","0.96%","0.00%","2.67%","1.60%","0.96%","0.00%","2.67%","1.51%","0.94%","0.00%","2.31%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port","75-80 dB","0.00%","0.00%","0.00%","0.64%","0.00%","0.00%","0.00%","0.64%","0.00%","0.00%","0.00%","0.64%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","13","la Marina de Port",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","<40 dB","0.02%","0.33%","19.85%","0.02%","0.02%","0.42%","19.85%","0.02%","8.33%","18.36%","53.80%","4.36%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","95.59%","96.17%","100.00%","100.00%","100.00%","99.03%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","40-45 dB","9.94%","18.76%","25.34%","3.45%","10.10%","18.73%","25.34%","3.55%","36.45%","34.70%","19.31%","29.41%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.10%","3.72%","0.00%","0.00%","0.00%","0.97%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","45-50 dB","31.58%","26.00%","4.86%","25.56%","32.28%","25.97%","4.86%","25.46%","26.78%","19.86%","3.72%","32.83%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.31%","0.11%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","50-55 dB","6.50%","4.71%","9.09%","17.49%","5.63%","4.67%","9.09%","17.51%","3.66%","3.76%","3.47%","7.51%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","55-60 dB","6.96%","8.67%","19.33%","6.08%","6.96%","8.81%","19.33%","6.15%","3.75%","3.58%","4.01%","3.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","60-65 dB","15.12%","19.23%","9.16%","11.98%","15.12%","19.10%","9.16%","11.82%","3.55%","3.88%","3.57%","3.25%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","65-70 dB","16.01%","9.74%","12.37%","19.30%","16.01%","9.74%","12.37%","19.38%","4.35%","3.39%","12.12%","4.42%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","70-75 dB","13.87%","12.56%","0.00%","4.79%","13.88%","12.56%","0.00%","4.79%","13.13%","12.47%","0.00%","2.98%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla","75-80 dB","0.00%","0.00%","0.00%","11.33%","0.00%","0.00%","0.00%","11.32%","0.00%","0.00%","0.00%","11.27%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","14","la Font de la Guatlla",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs","<40 dB","0.45%","1.50%","31.01%","0.45%","0.45%","1.51%","31.07%","0.45%","52.83%","61.71%","76.34%","44.04%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","93.75%","94.42%","99.74%","93.49%","94.62%","97.44%"
"3","Sants-Montjuïc","15","Hostafrancs","40-45 dB","16.47%","26.10%","14.30%","6.01%","18.12%","28.35%","14.24%","6.51%","20.09%","14.63%","10.88%","23.79%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.45%","2.20%","0.26%","0.00%","0.00%","1.39%"
"3","Sants-Montjuïc","15","Hostafrancs","45-50 dB","19.66%","11.98%","9.35%","25.74%","25.01%","15.37%","9.35%","31.62%","13.05%","10.91%","3.13%","14.89%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.70%","2.33%","0.00%","0.00%","0.00%","1.17%"
"3","Sants-Montjuïc","15","Hostafrancs","50-55 dB","6.40%","8.77%","14.13%","9.30%","5.77%","8.98%","14.16%","8.36%","3.55%","3.09%","1.92%","5.92%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.10%","1.05%","0.00%","1.13%","0.00%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs","55-60 dB","15.78%","14.40%","13.42%","12.26%","14.85%","13.96%","13.38%","12.23%","2.41%","2.02%","1.47%","2.65%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs","60-65 dB","18.70%","19.26%","11.00%","20.01%","13.26%","13.84%","11.00%","14.48%","1.50%","1.37%","1.01%","1.82%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.38%","5.38%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs","65-70 dB","11.02%","10.10%","6.79%","10.19%","11.02%","10.10%","6.80%","10.30%","0.73%","0.91%","5.25%","0.84%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs","70-75 dB","11.52%","7.89%","0.00%","14.55%","11.52%","7.89%","0.00%","14.45%","5.84%","5.36%","0.00%","4.50%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs","75-80 dB","0.00%","0.00%","0.00%","1.49%","0.00%","0.00%","0.00%","1.60%","0.00%","0.00%","0.00%","1.55%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","15","Hostafrancs",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","<40 dB","1.82%","8.18%","30.48%","0.03%","2.28%","9.43%","30.48%","0.03%","46.48%","57.73%","70.14%","36.94%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","91.18%","92.39%","100.00%","95.33%","97.23%","100.00%"
"3","Sants-Montjuïc","16","la Bordeta","40-45 dB","20.61%","18.93%","8.80%","14.86%","25.16%","21.09%","8.80%","19.28%","22.03%","12.52%","7.57%","27.91%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.00%","5.48%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","45-50 dB","8.46%","8.89%","9.20%","13.19%","8.32%","8.55%","9.20%","13.24%","6.94%","7.53%","3.96%","6.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.82%","2.13%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","50-55 dB","10.52%","8.98%","13.56%","10.25%","9.03%","9.03%","13.56%","9.10%","5.46%","4.07%","2.90%","7.49%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.90%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","55-60 dB","12.79%","13.34%","13.84%","11.30%","12.26%","13.03%","13.84%","10.86%","2.58%","2.56%","2.38%","3.44%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","60-65 dB","16.48%","17.12%","24.09%","17.43%","13.63%","14.31%","24.09%","14.52%","2.96%","2.52%","13.04%","2.28%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.77%","2.77%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","65-70 dB","28.53%","24.51%","0.03%","22.83%","28.53%","24.51%","0.03%","22.65%","13.50%","13.06%","0.01%","10.68%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","70-75 dB","0.79%","0.05%","0.00%","10.10%","0.79%","0.05%","0.00%","10.31%","0.05%","0.01%","0.00%","4.29%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta","75-80 dB","0.00%","0.00%","0.00%","0.01%","0.00%","0.00%","0.00%","0.01%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","16","la Bordeta",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","17","Sants - Badal","<40 dB","7.27%","15.34%","41.62%","1.08%","7.97%","17.35%","41.62%","1.59%","69.55%","73.96%","84.71%","65.08%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","96.68%","96.98%","100.00%","97.74%","97.74%","100.00%"
"3","Sants-Montjuïc","17","Sants - Badal","40-45 dB","21.45%","22.86%","3.47%","21.66%","23.50%","23.84%","3.47%","23.27%","11.63%","10.65%","3.06%","11.15%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.11%","1.00%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","17","Sants - Badal","45-50 dB","12.97%","4.45%","8.63%","18.23%","12.63%","3.73%","8.63%","18.41%","5.86%","3.11%","2.25%","9.88%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.18%","2.02%","0.00%","0.00%","0.00%","0.00%"
"3","Sants-Montjuïc","17","Sants - Badal","50-55 dB","4.01%","8.11%","17.05%","2.57%","4.02%","8.27%","17.05%","2.53%","2.33%","2.22%","2.63%","2.42%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.03%","0.00%","0.00%","0.00%","0.00%","0.00%"
