Any,Trimestre,Nom_Districte,Nom_Barri,Eur,Clau,Eur_m2,Date
2021,3,Sant Martí,el Poblenou,971.3,6820213,14.6,2021-07-01
2021,3,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1162.9,6920213,16.9,2021-07-01
2021,3,Sant Martí,el Besòs i el Maresme,736.1,7020213,12.1,2021-07-01
2021,3,Sant Martí,Provençals del Poblenou,962.7,7120213,13.4,2021-07-01
2021,3,Sant Martí,Sant Martí de Provençals,804.2,7220213,11.6,2021-07-01
2021,3,Sant Martí,la Verneda i la Pau,752.9,7320213,11.0,2021-07-01
2021,4,Ciutat Vella,el Raval,772.8,120214,13.1,2021-10-01
2021,4,Ciutat Vella,el Barri Gòtic,953.0,220214,12.4,2021-10-01
2021,4,Ciutat Vella,la Barceloneta,877.9,320214,16.4,2021-10-01
2021,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",922.8,420214,14.0,2021-10-01
2021,4,Eixample,el Fort Pienc,976.9,520214,13.3,2021-10-01
2021,4,Eixample,la Sagrada Família,924.4,620214,13.7,2021-10-01
2021,4,Eixample,la Dreta de l'Eixample,1220.8,720214,13.5,2021-10-01
2021,4,Eixample,l'Antiga Esquerra de l'Eixample,1114.9,820214,14.0,2021-10-01
2021,4,Eixample,la Nova Esquerra de l'Eixample,965.9,920214,13.6,2021-10-01
2021,4,Eixample,Sant Antoni,955.7,1020214,13.4,2021-10-01
2021,4,Sants-Montjuïc,el Poble Sec,777.9,1120214,13.7,2021-10-01
2021,4,Sants-Montjuïc,la Marina de Port,691.9,1320214,10.2,2021-10-01
2021,4,Sants-Montjuïc,la Font de la Guatlla,827.2,1420214,13.0,2021-10-01
2021,4,Sants-Montjuïc,Hostafrancs,809.5,1520214,13.4,2021-10-01
2021,4,Sants-Montjuïc,la Bordeta,872.5,1620214,12.8,2021-10-01
2021,4,Sants-Montjuïc,Sants - Badal,800.0,1720214,13.0,2021-10-01
2021,4,Sants-Montjuïc,Sants,833.7,1820214,13.2,2021-10-01
2021,4,Les Corts,les Corts,1052.8,1920214,14.2,2021-10-01
2021,4,Les Corts,la Maternitat i Sant Ramon,920.6,2020214,13.1,2021-10-01
2021,4,Les Corts,Pedralbes,1679.3,2120214,14.8,2021-10-01
2021,4,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1214.5,2220214,18.0,2021-10-01
2021,4,Sarrià-Sant Gervasi,Sarrià,1292.9,2320214,16.0,2021-10-01
2021,4,Sarrià-Sant Gervasi,les Tres Torres,1597.4,2420214,16.4,2021-10-01
2021,4,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1219.6,2520214,15.4,2021-10-01
2021,4,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1433.7,2620214,14.6,2021-10-01
2021,4,Sarrià-Sant Gervasi,el Putxet i el Farró,998.3,2720214,14.6,2021-10-01
2021,4,Gràcia,Vallcarca i els Penitents,920.1,2820214,13.9,2021-10-01
2021,4,Gràcia,el Coll,754.5,2920214,12.6,2021-10-01
2021,4,Gràcia,la Salut,899.9,3020214,12.7,2021-10-01
2021,4,Gràcia,la Vila de Gràcia,920.9,3120214,14.3,2021-10-01
2021,4,Gràcia,el Camp d'en Grassot i Gràcia Nova,926.5,3220214,14.0,2021-10-01
2021,4,Horta-Guinardó,el Baix Guinardó,821.0,3320214,12.7,2021-10-01
2021,4,Horta-Guinardó,Can Baró,757.7,3420214,12.4,2021-10-01
2021,4,Horta-Guinardó,el Guinardó,802.6,3520214,12.7,2021-10-01
2021,4,Horta-Guinardó,la Font d'en Fargues,835.3,3620214,12.0,2021-10-01
2021,4,Horta-Guinardó,el Carmel,683.8,3720214,12.1,2021-10-01
2021,4,Horta-Guinardó,la Teixonera,739.7,3820214,13.0,2021-10-01
2021,4,Horta-Guinardó,Sant Genís dels Agudells,675.7,3920214,9.5,2021-10-01
2021,4,Horta-Guinardó,Montbau,744.2,4020214,11.4,2021-10-01
2021,4,Horta-Guinardó,la Vall d'Hebron,859.1,4120214,13.2,2021-10-01
2021,4,Horta-Guinardó,Horta,760.4,4320214,12.1,2021-10-01
2021,4,Nou Barris,Vilapicina i la Torre Llobeta,803.7,4420214,11.8,2021-10-01
2021,4,Nou Barris,Porta,740.4,4520214,11.5,2021-10-01
2021,4,Nou Barris,el Turó de la Peira,691.9,4620214,11.5,2021-10-01
2021,4,Nou Barris,la Guineueta,664.2,4820214,9.4,2021-10-01
2021,4,Nou Barris,Canyelles,763.3,4920214,9.3,2021-10-01
2021,4,Nou Barris,les Roquetes,605.5,5020214,10.9,2021-10-01
2021,4,Nou Barris,Verdun,647.7,5120214,11.9,2021-10-01
2021,4,Nou Barris,la Prosperitat,683.9,5220214,11.8,2021-10-01
2021,4,Nou Barris,la Trinitat Nova,557.0,5320214,11.5,2021-10-01
2021,4,Nou Barris,Ciutat Meridiana,546.8,5520214,9.2,2021-10-01
2021,4,Sant Andreu,la Trinitat Vella,626.6,5720214,10.2,2021-10-01
2021,4,Sant Andreu,el Bon Pastor,696.8,5920214,11.0,2021-10-01
2021,4,Sant Andreu,Sant Andreu,754.0,6020214,11.8,2021-10-01
2021,4,Sant Andreu,la Sagrera,798.6,6120214,12.5,2021-10-01
2021,4,Sant Andreu,el Congrés i els Indians,799.2,6220214,12.2,2021-10-01
2021,4,Sant Andreu,Navas,825.4,6320214,12.0,2021-10-01
2021,4,Sant Martí,el Camp de l'Arpa del Clot,842.1,6420214,13.1,2021-10-01
2021,4,Sant Martí,el Clot,833.8,6520214,12.9,2021-10-01
2021,4,Sant Martí,el Parc i la Llacuna del Poblenou,1040.7,6620214,14.9,2021-10-01
2021,4,Sant Martí,la Vila Olímpica del Poblenou,1364.7,6720214,16.1,2021-10-01
2021,4,Sant Martí,el Poblenou,970.7,6820214,14.3,2021-10-01
2021,4,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1205.3,6920214,15.2,2021-10-01
2021,4,Sant Martí,el Besòs i el Maresme,700.5,7020214,10.8,2021-10-01
2021,4,Sant Martí,Provençals del Poblenou,977.8,7120214,13.8,2021-10-01
2021,4,Sant Martí,Sant Martí de Provençals,826.2,7220214,11.7,2021-10-01
2021,4,Sant Martí,la Verneda i la Pau,752.0,7320214,11.3,2021-10-01
2022,1,Ciutat Vella,el Raval,917.0,120221,15.5,2022-01-01
2022,1,Ciutat Vella,el Barri Gòtic,1181.6,220221,17.2,2022-01-01
2022,1,Ciutat Vella,la Barceloneta,999.8,320221,21.3,2022-01-01
2022,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1022.8,420221,15.3,2022-01-01
2022,1,Eixample,el Fort Pienc,957.9,520221,13.5,2022-01-01
2022,1,Eixample,la Sagrada Família,984.3,620221,15.1,2022-01-01
2022,1,Eixample,la Dreta de l'Eixample,1294.8,720221,14.2,2022-01-01
2022,1,Eixample,l'Antiga Esquerra de l'Eixample,1105.7,820221,14.3,2022-01-01
2022,1,Eixample,la Nova Esquerra de l'Eixample,1009.3,920221,14.1,2022-01-01
2022,1,Eixample,Sant Antoni,999.9,1020221,14.4,2022-01-01
2022,1,Sants-Montjuïc,el Poble Sec,846.2,1120221,14.7,2022-01-01
2022,1,Sants-Montjuïc,la Marina de Port,728.7,1320221,10.4,2022-01-01
2022,1,Sants-Montjuïc,la Font de la Guatlla,823.9,1420221,13.3,2022-01-01
2022,1,Sants-Montjuïc,Hostafrancs,835.7,1520221,13.8,2022-01-01
2022,1,Sants-Montjuïc,la Bordeta,971.8,1620221,12.3,2022-01-01
2022,1,Sants-Montjuïc,Sants - Badal,805.4,1720221,13.3,2022-01-01
2022,1,Sants-Montjuïc,Sants,849.4,1820221,13.7,2022-01-01
2022,1,Les Corts,les Corts,995.0,1920221,14.3,2022-01-01
2022,1,Les Corts,la Maternitat i Sant Ramon,1018.6,2020221,14.1,2022-01-01
2022,1,Les Corts,Pedralbes,1649.8,2120221,14.7,2022-01-01
2022,1,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1102.2,2220221,12.3,2022-01-01
2022,1,Sarrià-Sant Gervasi,Sarrià,1362.6,2320221,17.5,2022-01-01
2022,1,Sarrià-Sant Gervasi,les Tres Torres,1630.8,2420221,17.6,2022-01-01
2022,1,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1195.0,2520221,14.2,2022-01-01
2022,1,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1341.5,2620221,14.5,2022-01-01
2022,1,Sarrià-Sant Gervasi,el Putxet i el Farró,1054.9,2720221,14.8,2022-01-01
2022,1,Gràcia,Vallcarca i els Penitents,947.8,2820221,13.6,2022-01-01
2022,1,Gràcia,el Coll,809.9,2920221,13.4,2022-01-01
2022,1,Gràcia,la Salut,874.3,3020221,13.4,2022-01-01
2022,1,Gràcia,la Vila de Gràcia,986.0,3120221,15.4,2022-01-01
2022,1,Gràcia,el Camp d'en Grassot i Gràcia Nova,957.9,3220221,14.2,2022-01-01
2022,1,Horta-Guinardó,el Baix Guinardó,834.7,3320221,13.0,2022-01-01
2022,1,Horta-Guinardó,Can Baró,737.6,3420221,13.2,2022-01-01
2022,1,Horta-Guinardó,el Guinardó,801.7,3520221,13.1,2022-01-01
2022,1,Horta-Guinardó,la Font d'en Fargues,784.7,3620221,11.7,2022-01-01
2022,1,Horta-Guinardó,el Carmel,671.3,3720221,11.8,2022-01-01
2022,1,Horta-Guinardó,la Teixonera,723.9,3820221,12.7,2022-01-01
2022,1,Horta-Guinardó,Sant Genís dels Agudells,706.4,3920221,10.5,2022-01-01
2022,1,Horta-Guinardó,Montbau,736.1,4020221,10.9,2022-01-01
2022,1,Horta-Guinardó,la Vall d'Hebron,888.9,4120221,12.5,2022-01-01
2022,1,Horta-Guinardó,Horta,740.3,4320221,11.5,2022-01-01
2022,1,Nou Barris,Vilapicina i la Torre Llobeta,767.0,4420221,12.0,2022-01-01
2022,1,Nou Barris,Porta,718.5,4520221,12.1,2022-01-01
2022,1,Nou Barris,el Turó de la Peira,662.8,4620221,11.5,2022-01-01
2022,1,Nou Barris,la Guineueta,644.7,4820221,9.5,2022-01-01
2022,1,Nou Barris,Canyelles,655.0,4920221,8.0,2022-01-01
2022,1,Nou Barris,les Roquetes,641.2,5020221,11.5,2022-01-01
2022,1,Nou Barris,Verdun,652.7,5120221,12.0,2022-01-01
2022,1,Nou Barris,la Prosperitat,687.2,5220221,12.1,2022-01-01
2022,1,Nou Barris,la Trinitat Nova,591.0,5320221,11.6,2022-01-01
2022,1,Nou Barris,Ciutat Meridiana,517.7,5520221,8.7,2022-01-01
2022,1,Sant Andreu,la Trinitat Vella,616.9,5720221,10.1,2022-01-01
2022,1,Sant Andreu,el Bon Pastor,702.6,5920221,10.4,2022-01-01
2022,1,Sant Andreu,Sant Andreu,800.9,6020221,12.4,2022-01-01
2022,1,Sant Andreu,la Sagrera,751.5,6120221,12.2,2022-01-01
2022,1,Sant Andreu,el Congrés i els Indians,795.8,6220221,11.7,2022-01-01
2022,1,Sant Andreu,Navas,847.2,6320221,12.2,2022-01-01
2022,1,Sant Martí,el Camp de l'Arpa del Clot,841.5,6420221,13.4,2022-01-01
2022,1,Sant Martí,el Clot,861.2,6520221,12.8,2022-01-01
2022,1,Sant Martí,el Parc i la Llacuna del Poblenou,1089.2,6620221,15.4,2022-01-01
2022,1,Sant Martí,la Vila Olímpica del Poblenou,1305.0,6720221,18.1,2022-01-01
2022,1,Sant Martí,el Poblenou,967.9,6820221,15.0,2022-01-01
2022,1,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,964.7,6920221,15.0,2022-01-01
2022,1,Sant Martí,el Besòs i el Maresme,796.9,7020221,12.0,2022-01-01
2022,1,Sant Martí,Provençals del Poblenou,939.2,7120221,13.5,2022-01-01
2022,1,Sant Martí,Sant Martí de Provençals,796.4,7220221,11.4,2022-01-01
2022,1,Sant Martí,la Verneda i la Pau,733.9,7320221,10.9,2022-01-01
2022,2,Ciutat Vella,el Raval,872.0,120222,14.7,2022-04-01
2022,2,Ciutat Vella,el Barri Gòtic,1062.5,220222,14.7,2022-04-01
2022,2,Ciutat Vella,la Barceloneta,900.5,320222,16.6,2022-04-01
2022,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1051.4,420222,15.8,2022-04-01
2022,2,Eixample,el Fort Pienc,1106.9,520222,14.2,2022-04-01
2022,2,Eixample,la Sagrada Família,985.9,620222,14.7,2022-04-01
2022,2,Eixample,la Dreta de l'Eixample,1328.6,720222,14.4,2022-04-01
2022,2,Eixample,l'Antiga Esquerra de l'Eixample,1174.6,820222,14.8,2022-04-01
2022,2,Eixample,la Nova Esquerra de l'Eixample,1012.2,920222,14.5,2022-04-01
2022,2,Eixample,Sant Antoni,1004.3,1020222,13.8,2022-04-01
2022,2,Sants-Montjuïc,el Poble Sec,879.3,1120222,15.3,2022-04-01
2022,2,Sants-Montjuïc,la Marina de Port,638.8,1320222,9.8,2022-04-01
2022,2,Sants-Montjuïc,la Font de la Guatlla,912.1,1420222,13.7,2022-04-01
2022,2,Sants-Montjuïc,Hostafrancs,826.2,1520222,13.8,2022-04-01
2022,2,Sants-Montjuïc,la Bordeta,1025.0,1620222,13.4,2022-04-01
2022,2,Sants-Montjuïc,Sants - Badal,848.5,1720222,14.0,2022-04-01
2022,2,Sants-Montjuïc,Sants,885.6,1820222,13.7,2022-04-01
2022,2,Les Corts,les Corts,1067.8,1920222,14.8,2022-04-01
2022,2,Les Corts,la Maternitat i Sant Ramon,993.1,2020222,14.2,2022-04-01
2022,2,Les Corts,Pedralbes,1944.5,2120222,14.6,2022-04-01
2022,2,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",894.9,2220222,13.3,2022-04-01
2022,2,Sarrià-Sant Gervasi,Sarrià,1349.3,2320222,17.5,2022-04-01
2022,2,Sarrià-Sant Gervasi,les Tres Torres,1767.0,2420222,16.9,2022-04-01
2022,2,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1369.1,2520222,16.4,2022-04-01
2022,2,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1484.5,2620222,15.5,2022-04-01
2022,2,Sarrià-Sant Gervasi,el Putxet i el Farró,1108.6,2720222,15.7,2022-04-01
2022,2,Gràcia,Vallcarca i els Penitents,969.3,2820222,14.2,2022-04-01
2022,2,Gràcia,el Coll,759.2,2920222,12.2,2022-04-01
2022,2,Gràcia,la Salut,1010.3,3020222,14.4,2022-04-01
2022,2,Gràcia,la Vila de Gràcia,982.6,3120222,15.4,2022-04-01
2022,2,Gràcia,el Camp d'en Grassot i Gràcia Nova,977.8,3220222,14.4,2022-04-01
2022,2,Horta-Guinardó,el Baix Guinardó,903.9,3320222,14.1,2022-04-01
2022,2,Horta-Guinardó,Can Baró,812.4,3420222,12.9,2022-04-01
2022,2,Horta-Guinardó,el Guinardó,810.0,3520222,12.7,2022-04-01
2022,2,Horta-Guinardó,la Font d'en Fargues,840.1,3620222,13.2,2022-04-01
2022,2,Horta-Guinardó,el Carmel,725.8,3720222,12.6,2022-04-01
2022,2,Horta-Guinardó,la Teixonera,786.5,3820222,13.0,2022-04-01
2022,2,Horta-Guinardó,Sant Genís dels Agudells,720.3,3920222,10.9,2022-04-01
2022,2,Horta-Guinardó,Montbau,750.7,4020222,11.2,2022-04-01
2022,2,Horta-Guinardó,la Vall d'Hebron,865.3,4120222,14.0,2022-04-01
2022,2,Horta-Guinardó,Horta,794.2,4320222,12.5,2022-04-01
2022,2,Nou Barris,Vilapicina i la Torre Llobeta,855.5,4420222,13.0,2022-04-01
2022,2,Nou Barris,Porta,728.5,4520222,11.8,2022-04-01
2022,2,Nou Barris,el Turó de la Peira,709.8,4620222,11.5,2022-04-01
2022,2,Nou Barris,la Guineueta,748.8,4820222,10.6,2022-04-01
2022,2,Nou Barris,Canyelles,851.3,4920222,9.8,2022-04-01
2022,2,Nou Barris,les Roquetes,632.9,5020222,12.1,2022-04-01
2022,2,Nou Barris,Verdun,609.0,5120222,11.5,2022-04-01
2022,2,Nou Barris,la Prosperitat,693.3,5220222,12.1,2022-04-01
2022,2,Nou Barris,la Trinitat Nova,574.9,5320222,11.5,2022-04-01
2022,2,Nou Barris,Ciutat Meridiana,577.3,5520222,10.3,2022-04-01
2022,2,Sant Andreu,la Trinitat Vella,620.0,5720222,10.9,2022-04-01
2022,2,Sant Andreu,el Bon Pastor,732.6,5920222,11.5,2022-04-01
2022,2,Sant Andreu,Sant Andreu,788.2,6020222,12.4,2022-04-01
2022,2,Sant Andreu,la Sagrera,803.5,6120222,12.6,2022-04-01
2022,2,Sant Andreu,el Congrés i els Indians,784.3,6220222,11.8,2022-04-01
2022,2,Sant Andreu,Navas,878.4,6320222,12.3,2022-04-01
2022,2,Sant Martí,el Camp de l'Arpa del Clot,875.1,6420222,13.9,2022-04-01
2022,2,Sant Martí,el Clot,884.0,6520222,13.5,2022-04-01
2022,2,Sant Martí,el Parc i la Llacuna del Poblenou,1173.2,6620222,15.4,2022-04-01
2022,2,Sant Martí,la Vila Olímpica del Poblenou,1442.6,6720222,20.7,2022-04-01
2022,2,Sant Martí,el Poblenou,1085.6,6820222,16.9,2022-04-01
2022,2,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1238.7,6920222,17.5,2022-04-01
2022,2,Sant Martí,el Besòs i el Maresme,779.2,7020222,12.2,2022-04-01
2022,2,Sant Martí,Provençals del Poblenou,1032.9,7120222,14.6,2022-04-01
2022,2,Sant Martí,Sant Martí de Provençals,843.0,7220222,11.9,2022-04-01
2022,2,Sant Martí,la Verneda i la Pau,757.0,7320222,11.4,2022-04-01
2022,3,Ciutat Vella,el Raval,928.1,120223,15.4,2022-07-01
2022,3,Ciutat Vella,el Barri Gòtic,1111.3,220223,15.8,2022-07-01
2022,3,Ciutat Vella,la Barceloneta,922.9,320223,17.6,2022-07-01
2022,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1084.9,420223,17.0,2022-07-01
2022,3,Eixample,el Fort Pienc,1118.7,520223,15.0,2022-07-01
2022,3,Eixample,la Sagrada Família,1038.7,620223,15.4,2022-07-01
2022,3,Eixample,la Dreta de l'Eixample,1445.6,720223,15.0,2022-07-01
2022,3,Eixample,l'Antiga Esquerra de l'Eixample,1252.2,820223,15.7,2022-07-01
2022,3,Eixample,la Nova Esquerra de l'Eixample,1113.9,920223,15.5,2022-07-01
2022,3,Eixample,Sant Antoni,1072.2,1020223,14.5,2022-07-01
2022,3,Sants-Montjuïc,el Poble Sec,888.3,1120223,15.2,2022-07-01
2022,3,Sants-Montjuïc,la Marina de Port,785.9,1320223,11.1,2022-07-01
2022,3,Sants-Montjuïc,la Font de la Guatlla,971.9,1420223,14.3,2022-07-01
2022,3,Sants-Montjuïc,Hostafrancs,910.5,1520223,14.6,2022-07-01
2022,3,Sants-Montjuïc,la Bordeta,1136.7,1620223,13.8,2022-07-01
2022,3,Sants-Montjuïc,Sants - Badal,930.1,1720223,14.9,2022-07-01
2022,3,Sants-Montjuïc,Sants,940.3,1820223,14.5,2022-07-01
2022,3,Les Corts,les Corts,1203.4,1920223,15.9,2022-07-01
2022,3,Les Corts,la Maternitat i Sant Ramon,1107.2,2020223,14.9,2022-07-01
2022,3,Les Corts,Pedralbes,1946.1,2120223,16.3,2022-07-01
2022,3,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1364.7,2220223,14.5,2022-07-01
2022,3,Sarrià-Sant Gervasi,Sarrià,1541.4,2320223,18.7,2022-07-01
2022,3,Sarrià-Sant Gervasi,les Tres Torres,1990.2,2420223,19.2,2022-07-01
2022,3,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1473.1,2520223,16.4,2022-07-01
2022,3,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1550.1,2620223,16.4,2022-07-01
2022,3,Sarrià-Sant Gervasi,el Putxet i el Farró,1149.9,2720223,16.3,2022-07-01
2022,3,Gràcia,Vallcarca i els Penitents,1073.6,2820223,15.4,2022-07-01
2022,3,Gràcia,el Coll,839.9,2920223,12.8,2022-07-01
2022,3,Gràcia,la Salut,997.5,3020223,13.4,2022-07-01
2022,3,Gràcia,la Vila de Gràcia,1043.4,3120223,16.1,2022-07-01
2022,3,Gràcia,el Camp d'en Grassot i Gràcia Nova,1032.5,3220223,15.7,2022-07-01
2022,3,Horta-Guinardó,el Baix Guinardó,948.7,3320223,14.7,2022-07-01
2022,3,Horta-Guinardó,Can Baró,831.9,3420223,13.9,2022-07-01
2022,3,Horta-Guinardó,el Guinardó,872.6,3520223,13.7,2022-07-01
2022,3,Horta-Guinardó,la Font d'en Fargues,880.3,3620223,13.8,2022-07-01
2022,3,Horta-Guinardó,el Carmel,753.2,3720223,13.4,2022-07-01
2022,3,Horta-Guinardó,la Teixonera,810.5,3820223,13.0,2022-07-01
2022,3,Horta-Guinardó,Sant Genís dels Agudells,759.0,3920223,10.9,2022-07-01
2022,3,Horta-Guinardó,Montbau,853.5,4020223,12.8,2022-07-01
2022,3,Horta-Guinardó,la Vall d'Hebron,907.3,4120223,14.1,2022-07-01
2022,3,Horta-Guinardó,Horta,814.1,4320223,12.7,2022-07-01
2022,3,Nou Barris,Vilapicina i la Torre Llobeta,838.6,4420223,12.7,2022-07-01
2022,3,Nou Barris,Porta,765.7,4520223,12.1,2022-07-01
2022,3,Nou Barris,el Turó de la Peira,760.5,4620223,12.4,2022-07-01
2022,3,Nou Barris,la Guineueta,816.0,4820223,11.8,2022-07-01
2022,3,Nou Barris,Canyelles,753.15,4920223,8.9,2022-07-01
2022,3,Nou Barris,les Roquetes,676.1,5020223,12.5,2022-07-01
2022,3,Nou Barris,Verdun,660.1,5120223,12.2,2022-07-01
2022,3,Nou Barris,la Prosperitat,731.3,5220223,12.8,2022-07-01
2022,3,Nou Barris,la Trinitat Nova,661.4,5320223,13.6,2022-07-01
2022,3,Nou Barris,Ciutat Meridiana,575.3,5520223,9.7,2022-07-01
2022,3,Sant Andreu,la Trinitat Vella,668.0,5720223,11.5,2022-07-01
2022,3,Sant Andreu,el Bon Pastor,776.8,5920223,11.7,2022-07-01
2022,3,Sant Andreu,Sant Andreu,855.6,6020223,12.9,2022-07-01
2022,3,Sant Andreu,la Sagrera,850.7,6120223,13.4,2022-07-01
2022,3,Sant Andreu,el Congrés i els Indians,869.1,6220223,12.9,2022-07-01
2022,3,Sant Andreu,Navas,890.0,6320223,12.8,2022-07-01
2022,3,Sant Martí,el Camp de l'Arpa del Clot,916.3,6420223,14.6,2022-07-01
2022,3,Sant Martí,el Clot,936.4,6520223,14.1,2022-07-01
2022,3,Sant Martí,el Parc i la Llacuna del Poblenou,1169.3,6620223,15.9,2022-07-01
2022,3,Sant Martí,la Vila Olímpica del Poblenou,1499.5,6720223,20.0,2022-07-01
2022,3,Sant Martí,el Poblenou,1104.2,6820223,16.9,2022-07-01
2022,3,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1354.9,6920223,17.6,2022-07-01
2022,3,Sant Martí,el Besòs i el Maresme,761.4,7020223,12.4,2022-07-01
2022,3,Sant Martí,Provençals del Poblenou,1059.4,7120223,14.8,2022-07-01
2022,3,Sant Martí,Sant Martí de Provençals,1158.9,7220223,12.3,2022-07-01
2022,3,Sant Martí,la Verneda i la Pau,775.8,7320223,11.5,2022-07-01
2023,1,Ciutat Vella,el Raval,946.8,120231,15.8,2023-01-01
2023,1,Ciutat Vella,el Barri Gòtic,1279.5,220231,16.6,2023-01-01
2023,1,Ciutat Vella,la Barceloneta,978.7,320231,18.0,2023-01-01
2023,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1065.8,420231,16.6,2023-01-01
2023,1,Eixample,el Fort Pienc,1155.8,520231,15.9,2023-01-01
2023,1,Eixample,la Sagrada Família,1067.9,620231,16.1,2023-01-01
2023,1,Eixample,la Dreta de l'Eixample,1519.8,720231,16.5,2023-01-01
2023,1,Eixample,l'Antiga Esquerra de l'Eixample,1281.5,820231,15.6,2023-01-01
2023,1,Eixample,la Nova Esquerra de l'Eixample,1131.2,920231,16.0,2023-01-01
2023,1,Eixample,Sant Antoni,1061.0,1020231,15.1,2023-01-01
2023,1,Sants-Montjuïc,el Poble Sec,887.1,1120231,15.4,2023-01-01
2023,1,Sants-Montjuïc,la Marina de Port,850.2,1320231,12.3,2023-01-01
2023,1,Sants-Montjuïc,la Font de la Guatlla,994.9,1420231,14.6,2023-01-01
2023,1,Sants-Montjuïc,Hostafrancs,945.6,1520231,15.7,2023-01-01
2023,1,Sants-Montjuïc,la Bordeta,1393.9,1620231,22.9,2023-01-01
2023,1,Sants-Montjuïc,Sants - Badal,926.1,1720231,15.5,2023-01-01
2023,1,Sants-Montjuïc,Sants,959.1,1820231,15.2,2023-01-01
2023,1,Les Corts,les Corts,1102.3,1920231,16.3,2023-01-01
2023,1,Les Corts,la Maternitat i Sant Ramon,1105.8,2020231,14.8,2023-01-01
2023,1,Les Corts,Pedralbes,1901.0,2120231,16.8,2023-01-01
2023,1,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",991.1,2220231,13.6,2023-01-01
2023,1,Sarrià-Sant Gervasi,Sarrià,1359.0,2320231,18.0,2023-01-01
2023,1,Sarrià-Sant Gervasi,les Tres Torres,1750.2,2420231,18.7,2023-01-01
2023,1,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1511.1,2520231,17.5,2023-01-01
2023,1,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1565.0,2620231,18.1,2023-01-01
2023,1,Sarrià-Sant Gervasi,el Putxet i el Farró,1194.3,2720231,16.9,2023-01-01
2023,1,Gràcia,Vallcarca i els Penitents,1128.5,2820231,15.9,2023-01-01
2023,1,Gràcia,el Coll,899.5,2920231,13.4,2023-01-01
2023,1,Gràcia,la Salut,1011.4,3020231,14.0,2023-01-01
2023,1,Gràcia,la Vila de Gràcia,1106.9,3120231,17.0,2023-01-01
2023,1,Gràcia,el Camp d'en Grassot i Gràcia Nova,1105.1,3220231,16.1,2023-01-01
2023,1,Horta-Guinardó,el Baix Guinardó,1015.3,3320231,15.3,2023-01-01
2023,1,Horta-Guinardó,Can Baró,907.0,3420231,14.4,2023-01-01
2023,1,Horta-Guinardó,el Guinardó,913.7,3520231,14.3,2023-01-01
2023,1,Horta-Guinardó,la Font d'en Fargues,962.1,3620231,15.3,2023-01-01
2023,1,Horta-Guinardó,el Carmel,759.7,3720231,13.1,2023-01-01
2023,1,Horta-Guinardó,la Teixonera,810.7,3820231,14.7,2023-01-01
2023,1,Horta-Guinardó,Sant Genís dels Agudells,831.0,3920231,11.9,2023-01-01
2023,1,Horta-Guinardó,Montbau,856.8,4020231,12.9,2023-01-01
2023,1,Horta-Guinardó,la Vall d'Hebron,927.0,4120231,14.5,2023-01-01
2023,1,Horta-Guinardó,Horta,854.8,4320231,13.4,2023-01-01
2023,1,Nou Barris,Vilapicina i la Torre Llobeta,872.8,4420231,13.1,2023-01-01
2023,1,Nou Barris,Porta,811.5,4520231,13.2,2023-01-01
2023,1,Nou Barris,el Turó de la Peira,712.1,4620231,11.4,2023-01-01
2023,1,Nou Barris,la Guineueta,880.0,4820231,12.1,2023-01-01
2023,1,Nou Barris,Canyelles,822.8,4920231,10.9,2023-01-01
2023,1,Nou Barris,les Roquetes,693.5,5020231,12.2,2023-01-01
2023,1,Nou Barris,Verdun,683.9,5120231,13.6,2023-01-01
2023,1,Nou Barris,la Prosperitat,768.0,5220231,13.5,2023-01-01
2023,1,Nou Barris,la Trinitat Nova,625.9,5320231,13.7,2023-01-01
2023,1,Nou Barris,Ciutat Meridiana,607.8,5520231,10.3,2023-01-01
2023,1,Sant Andreu,la Trinitat Vella,692.6,5720231,12.4,2023-01-01
