Any,Trimestre,Nom_Districte,Nom_Barri,Eur,Clau,Eur_m2,Date
2023,1,Sant Andreu,el Bon Pastor,691.4,5920231,10.3,2023-01-01
2023,1,Sant Andreu,Sant Andreu,868.8,6020231,13.3,2023-01-01
2023,1,Sant Andreu,la Sagrera,961.4,6120231,13.8,2023-01-01
2023,1,Sant Andreu,el Congrés i els Indians,864.4,6220231,12.9,2023-01-01
2023,1,Sant Andreu,Navas,920.1,6320231,13.5,2023-01-01
2023,1,Sant Martí,el Camp de l'Arpa del Clot,957.1,6420231,15.3,2023-01-01
2023,1,Sant Martí,el Clot,990.5,6520231,14.6,2023-01-01
2023,1,Sant Martí,el Parc i la Llacuna del Poblenou,1210.6,6620231,17.3,2023-01-01
2023,1,Sant Martí,la Vila Olímpica del Poblenou,1472.4,6720231,17.8,2023-01-01
2023,1,Sant Martí,el Poblenou,1111.3,6820231,17.6,2023-01-01
2023,1,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1488.1,6920231,19.5,2023-01-01
2023,1,Sant Martí,el Besòs i el Maresme,807.6,7020231,12.3,2023-01-01
2023,1,Sant Martí,Provençals del Poblenou,1170.5,7120231,16.0,2023-01-01
2023,1,Sant Martí,Sant Martí de Provençals,925.3,7220231,13.2,2023-01-01
2023,1,Sant Martí,la Verneda i la Pau,1148.4,7320231,18.3,2023-01-01
2023,2,Ciutat Vella,el Raval,905.4,120232,15.3,2023-04-01
2023,2,Ciutat Vella,el Barri Gòtic,1293.9,220232,16.6,2023-04-01
2023,2,Ciutat Vella,la Barceloneta,1002.2,320232,18.3,2023-04-01
2023,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1107.5,420232,17.6,2023-04-01
2023,2,Eixample,el Fort Pienc,1185.4,520232,15.7,2023-04-01
2023,2,Eixample,la Sagrada Família,1089.2,620232,16.3,2023-04-01
2023,2,Eixample,la Dreta de l'Eixample,1597.5,720232,16.5,2023-04-01
2023,2,Eixample,l'Antiga Esquerra de l'Eixample,1340.1,820232,16.7,2023-04-01
2023,2,Eixample,la Nova Esquerra de l'Eixample,1178.3,920232,16.8,2023-04-01
2023,2,Eixample,Sant Antoni,1132.4,1020232,16.0,2023-04-01
2023,2,Sants-Montjuïc,el Poble Sec,955.2,1120232,16.0,2023-04-01
2023,2,Sants-Montjuïc,la Marina de Port,872.7,1320232,12.2,2023-04-01
2023,2,Sants-Montjuïc,la Font de la Guatlla,1053.2,1420232,15.6,2023-04-01
2023,2,Sants-Montjuïc,Hostafrancs,957.3,1520232,15.8,2023-04-01
2023,2,Sants-Montjuïc,la Bordeta,1335.9,1620232,21.1,2023-04-01
2023,2,Sants-Montjuïc,Sants - Badal,950.0,1720232,14.9,2023-04-01
2023,2,Sants-Montjuïc,Sants,985.7,1820232,15.5,2023-04-01
2023,2,Les Corts,les Corts,1242.6,1920232,16.8,2023-04-01
2023,2,Les Corts,la Maternitat i Sant Ramon,1140.0,2020232,15.5,2023-04-01
2023,2,Les Corts,Pedralbes,1728.4,2120232,17.1,2023-04-01
2023,2,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1240.9,2220232,13.7,2023-04-01
2023,2,Sarrià-Sant Gervasi,Sarrià,1559.9,2320232,19.6,2023-04-01
2023,2,Sarrià-Sant Gervasi,les Tres Torres,1859.8,2420232,20.2,2023-04-01
2023,2,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1496.8,2520232,17.3,2023-04-01
2023,2,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1730.5,2620232,18.6,2023-04-01
2023,2,Sarrià-Sant Gervasi,el Putxet i el Farró,1242.8,2720232,16.9,2023-04-01
2023,2,Gràcia,Vallcarca i els Penitents,1115.9,2820232,16.6,2023-04-01
2023,2,Gràcia,el Coll,969.1,2920232,14.4,2023-04-01
2023,2,Gràcia,la Salut,1075.4,3020232,15.2,2023-04-01
2023,2,Gràcia,la Vila de Gràcia,1108.1,3120232,17.3,2023-04-01
2023,2,Gràcia,el Camp d'en Grassot i Gràcia Nova,1101.9,3220232,16.1,2023-04-01
2023,2,Horta-Guinardó,el Baix Guinardó,1052.6,3320232,15.5,2023-04-01
2023,2,Horta-Guinardó,Can Baró,884.9,3420232,15.0,2023-04-01
2023,2,Horta-Guinardó,el Guinardó,953.2,3520232,15.0,2023-04-01
2023,2,Horta-Guinardó,la Font d'en Fargues,1093.6,3620232,14.8,2023-04-01
2023,2,Horta-Guinardó,el Carmel,769.8,3720232,13.4,2023-04-01
2023,2,Horta-Guinardó,la Teixonera,818.7,3820232,13.7,2023-04-01
2023,2,Horta-Guinardó,Sant Genís dels Agudells,782.4,3920232,11.7,2023-04-01
2023,2,Horta-Guinardó,Montbau,890.4,4020232,13.9,2023-04-01
2023,2,Horta-Guinardó,la Vall d'Hebron,914.3,4120232,15.2,2023-04-01
2023,2,Horta-Guinardó,Horta,881.1,4320232,13.6,2023-04-01
2023,2,Nou Barris,Vilapicina i la Torre Llobeta,899.2,4420232,13.7,2023-04-01
2023,2,Nou Barris,Porta,841.2,4520232,13.7,2023-04-01
2023,2,Nou Barris,el Turó de la Peira,781.8,4620232,12.8,2023-04-01
2023,2,Nou Barris,la Guineueta,833.9,4820232,12.4,2023-04-01
2023,2,Nou Barris,Canyelles,845.6,4920232,10.9,2023-04-01
2023,2,Nou Barris,les Roquetes,728.7,5020232,14.1,2023-04-01
2023,2,Nou Barris,Verdun,770.9,5120232,14.3,2023-04-01
2023,2,Nou Barris,la Prosperitat,797.1,5220232,14.2,2023-04-01
2023,2,Nou Barris,la Trinitat Nova,662.3,5320232,14.1,2023-04-01
2023,2,Nou Barris,Ciutat Meridiana,593.4,5520232,10.0,2023-04-01
2023,2,Sant Andreu,la Trinitat Vella,674.7,5720232,13.0,2023-04-01
2023,2,Sant Andreu,el Bon Pastor,601.4,5920232,8.9,2023-04-01
2023,2,Sant Andreu,Sant Andreu,884.1,6020232,13.6,2023-04-01
2023,2,Sant Andreu,la Sagrera,925.7,6120232,14.5,2023-04-01
2023,2,Sant Andreu,el Congrés i els Indians,920.2,6220232,14.3,2023-04-01
2023,2,Sant Andreu,Navas,971.1,6320232,14.7,2023-04-01
2023,2,Sant Martí,el Camp de l'Arpa del Clot,960.9,6420232,15.3,2023-04-01
2023,2,Sant Martí,el Clot,1030.5,6520232,15.6,2023-04-01
2023,2,Sant Martí,el Parc i la Llacuna del Poblenou,1226.2,6620232,17.2,2023-04-01
2023,2,Sant Martí,la Vila Olímpica del Poblenou,1552.7,6720232,21.2,2023-04-01
2023,2,Sant Martí,el Poblenou,1152.0,6820232,16.9,2023-04-01
2023,2,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1400.6,6920232,19.2,2023-04-01
2023,2,Sant Martí,el Besòs i el Maresme,746.9,7020232,11.9,2023-04-01
2023,2,Sant Martí,Provençals del Poblenou,1204.2,7120232,16.7,2023-04-01
2023,2,Sant Martí,Sant Martí de Provençals,960.9,7220232,13.2,2023-04-01
2023,2,Sant Martí,la Verneda i la Pau,991.1,7320232,14.5,2023-04-01
